pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,7,8,1,prot-1955-höst-fk--26
fcfff492e00727b6,Stockholm,Helsingfors,8,5,3,prot-1955-höst-fk--26
fcfff492e00727b6,Stockholm,Helsingfors,9,3,3,prot-1955-höst-fk--26
fcfff492e00727b6,Stockholm,Helsingfors,10,3,2,prot-1955-höst-fk--26
fcfff492e00727b6,Stockholm,Helsingfors,11,3,2,prot-1955-höst-fk--26
fcfff492e00727b6,Stockholm,Helsingfors,11,5,3,prot-1955-höst-fk--26
fcfff492e00727b6,Stockholm,Helsingfors,11,5,4,prot-1955-höst-fk--26
fcfff492e00727b6,Stockholm,Helsingfors,12,4,0,prot-1955-höst-fk--26
fcfff492e00727b6,Stockholm,Helsingfors,13,4,2,prot-1955-höst-fk--26
fcfff492e00727b6,Stockholm,Helsingfors,14,6,2,prot-1955-höst-fk--26
