pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,5,7,3,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,5,7,5,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,6,2,3,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,6,2,5,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,27,7,0,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,28,1,0,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,29,4,0,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,30,1,0,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,52,1,0,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,60,2,0,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,89,4,1,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,94,3,0,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,95,6,0,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,111,4,2,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,112,1,0,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,112,2,0,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,116,1,14,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,137,5,1,prot-1923--ak--38
fcfff492e00727b6,Stockholm,Helsingfors,153,0,0,prot-1923--ak--38
