pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,5,8,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,7,4,1,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,7,4,2,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,9,2,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,9,4,1,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,9,4,3,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,11,4,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,13,3,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,14,1,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,14,1,1,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,14,1,2,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,15,4,1,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,16,1,1,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,16,1,2,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,17,3,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,17,3,1,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,17,3,2,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,23,6,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,24,1,2,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,25,4,1,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,25,5,2,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,31,4,2,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,32,1,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,33,4,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,33,4,1,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,35,5,1,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,48,2,1,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,50,5,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,51,2,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,51,6,0,prot-1920--fk--51
fcfff492e00727b6,Stockholm,Helsingfors,55,4,0,prot-1920--fk--51
