protocol_id,page,cb_ix,tb_ix,pattern,segmentation,who,id
prot-1951-extrahöst-fk--31,0,2,-1,,metadata,,
prot-1951-extrahöst-fk--31,0,4,-1,,metadata,,
prot-1951-extrahöst-fk--31,0,5,-1,,metadata,,
prot-1951-extrahöst-fk--31,0,12,-1,,metadata,,
prot-1951-extrahöst-fk--31,1,8,-1,,metadata,,
prot-1951-extrahöst-fk--31,2,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,2,1,-1,,metadata,,
prot-1951-extrahöst-fk--31,2,9,-1,,metadata,,
prot-1951-extrahöst-fk--31,2,12,-1,,metadata,,
prot-1951-extrahöst-fk--31,2,13,-1,,metadata,,
prot-1951-extrahöst-fk--31,2,14,-1,,metadata,,
prot-1951-extrahöst-fk--31,3,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,3,1,-1,,metadata,,
prot-1951-extrahöst-fk--31,3,5,-1,,metadata,,
prot-1951-extrahöst-fk--31,3,6,-1,,metadata,,
prot-1951-extrahöst-fk--31,3,11,-1,,metadata,,
prot-1951-extrahöst-fk--31,4,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,4,1,-1,,metadata,,
prot-1951-extrahöst-fk--31,5,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,5,3,0,8f6bb79aaba3167f,speech_start,rudolf_anderberg_2ea456,prot-1951-extrahöst-fk--31-rudolf_anderberg_2ea456-5-3-0
prot-1951-extrahöst-fk--31,5,3,0,560e61985149f31c,speech_start,rudolf_anderberg_2ea456,prot-1951-extrahöst-fk--31-rudolf_anderberg_2ea456-5-3-0
prot-1951-extrahöst-fk--31,5,4,-1,,metadata,,
prot-1951-extrahöst-fk--31,5,5,-1,,metadata,,
prot-1951-extrahöst-fk--31,6,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,6,1,-1,,metadata,,
prot-1951-extrahöst-fk--31,6,5,0,560e61985149f31c,speech_start,,prot-1951-extrahöst-fk--31-unk-6-5-0
prot-1951-extrahöst-fk--31,6,6,0,8f6bb79aaba3167f,speech_start,gustaf_karlsson_6b6149,prot-1951-extrahöst-fk--31-gustaf_karlsson_6b6149-6-6-0
prot-1951-extrahöst-fk--31,6,6,0,560e61985149f31c,speech_start,gustaf_karlsson_6b6149,prot-1951-extrahöst-fk--31-gustaf_karlsson_6b6149-6-6-0
prot-1951-extrahöst-fk--31,7,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,7,1,-1,,metadata,,
prot-1951-extrahöst-fk--31,7,4,0,8f6bb79aaba3167f,speech_start,,prot-1951-extrahöst-fk--31-unk-7-4-0
prot-1951-extrahöst-fk--31,7,4,0,560e61985149f31c,speech_start,,prot-1951-extrahöst-fk--31-unk-7-4-0
prot-1951-extrahöst-fk--31,7,5,0,8f6bb79aaba3167f,speech_start,rudolf_anderberg_2ea456,prot-1951-extrahöst-fk--31-rudolf_anderberg_2ea456-7-5-0
prot-1951-extrahöst-fk--31,7,5,0,560e61985149f31c,speech_start,rudolf_anderberg_2ea456,prot-1951-extrahöst-fk--31-rudolf_anderberg_2ea456-7-5-0
prot-1951-extrahöst-fk--31,7,7,0,8f6bb79aaba3167f,speech_start,anders_sundvik_5b85cb,prot-1951-extrahöst-fk--31-anders_sundvik_5b85cb-7-7-0
prot-1951-extrahöst-fk--31,7,7,0,560e61985149f31c,speech_start,anders_sundvik_5b85cb,prot-1951-extrahöst-fk--31-anders_sundvik_5b85cb-7-7-0
prot-1951-extrahöst-fk--31,8,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,8,1,-1,,metadata,,
prot-1951-extrahöst-fk--31,8,7,0,8f6bb79aaba3167f,speech_start,,prot-1951-extrahöst-fk--31-unk-8-7-0
prot-1951-extrahöst-fk--31,9,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,9,1,-1,,metadata,,
prot-1951-extrahöst-fk--31,9,4,-1,,metadata,,
prot-1951-extrahöst-fk--31,9,7,-1,,metadata,,
prot-1951-extrahöst-fk--31,9,8,-1,,metadata,,
prot-1951-extrahöst-fk--31,9,10,-1,,metadata,,
prot-1951-extrahöst-fk--31,9,14,-1,,metadata,,
prot-1951-extrahöst-fk--31,10,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,10,1,-1,,metadata,,
prot-1951-extrahöst-fk--31,10,2,-1,,metadata,,
prot-1951-extrahöst-fk--31,10,5,-1,,metadata,,
prot-1951-extrahöst-fk--31,10,7,-1,,metadata,,
prot-1951-extrahöst-fk--31,11,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,11,4,-1,,metadata,,
prot-1951-extrahöst-fk--31,11,6,0,8f6bb79aaba3167f,speech_start,sven_ohlon_e347a2,prot-1951-extrahöst-fk--31-sven_ohlon_e347a2-11-6-0
prot-1951-extrahöst-fk--31,11,6,0,560e61985149f31c,speech_start,sven_ohlon_e347a2,prot-1951-extrahöst-fk--31-sven_ohlon_e347a2-11-6-0
prot-1951-extrahöst-fk--31,12,0,-1,,metadata,,
prot-1951-extrahöst-fk--31,12,2,0,8f6bb79aaba3167f,speech_start,axel_mannerskantz_5968d4,prot-1951-extrahöst-fk--31-axel_mannerskantz_5968d4-12-2-0
