protocol_id,page,cb_ix,tb_ix,pattern,segmentation,who,id
prot-1951-extrahöst-ak--32,0,2,-1,,metadata,,
prot-1951-extrahöst-ak--32,0,4,-1,,metadata,,
prot-1951-extrahöst-ak--32,0,5,-1,,metadata,,
prot-1951-extrahöst-ak--32,0,7,-1,,metadata,,
prot-1951-extrahöst-ak--32,0,10,-1,,metadata,,
prot-1951-extrahöst-ak--32,0,15,-1,,metadata,,
prot-1951-extrahöst-ak--32,1,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,1,2,-1,,metadata,,
prot-1951-extrahöst-ak--32,1,3,-1,,metadata,,
prot-1951-extrahöst-ak--32,1,4,-1,,metadata,,
prot-1951-extrahöst-ak--32,1,5,-1,,metadata,,
prot-1951-extrahöst-ak--32,1,6,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,2,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,3,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,5,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,7,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,9,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,10,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,14,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,15,-1,,metadata,,
prot-1951-extrahöst-ak--32,2,20,0,8f6bb79aaba3167f,speech_start,james_dickson_718aa1,prot-1951-extrahöst-ak--32-james_dickson_718aa1-2-20-0
prot-1951-extrahöst-ak--32,2,20,0,560e61985149f31c,speech_start,james_dickson_718aa1,prot-1951-extrahöst-ak--32-james_dickson_718aa1-2-20-0
prot-1951-extrahöst-ak--32,3,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,3,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,3,14,-1,,metadata,,
prot-1951-extrahöst-ak--32,3,16,-1,,metadata,,
prot-1951-extrahöst-ak--32,4,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,4,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,4,2,-1,,metadata,,
prot-1951-extrahöst-ak--32,4,3,-1,,metadata,,
prot-1951-extrahöst-ak--32,4,5,-1,,metadata,,
prot-1951-extrahöst-ak--32,4,7,-1,,metadata,,
prot-1951-extrahöst-ak--32,4,8,-1,,metadata,,
prot-1951-extrahöst-ak--32,4,9,-1,,metadata,,
prot-1951-extrahöst-ak--32,4,12,-1,,metadata,,
prot-1951-extrahöst-ak--32,4,15,0,8f6bb79aaba3167f,speech_start,,prot-1951-extrahöst-ak--32-unk-4-15-0
prot-1951-extrahöst-ak--32,4,17,-1,,metadata,,
prot-1951-extrahöst-ak--32,5,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,5,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,5,3,-1,,metadata,,
prot-1951-extrahöst-ak--32,5,6,-1,,metadata,,
prot-1951-extrahöst-ak--32,5,7,-1,,metadata,,
prot-1951-extrahöst-ak--32,5,12,-1,,metadata,,
prot-1951-extrahöst-ak--32,5,13,-1,,metadata,,
prot-1951-extrahöst-ak--32,5,16,0,8f6bb79aaba3167f,speech_start,,prot-1951-extrahöst-ak--32-unk-5-16-0
prot-1951-extrahöst-ak--32,5,16,0,560e61985149f31c,speech_start,,prot-1951-extrahöst-ak--32-unk-5-16-0
prot-1951-extrahöst-ak--32,6,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,6,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,6,3,-1,,metadata,,
prot-1951-extrahöst-ak--32,7,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,7,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,7,3,-1,,metadata,,
prot-1951-extrahöst-ak--32,7,7,-1,,metadata,,
prot-1951-extrahöst-ak--32,7,9,0,8f6bb79aaba3167f,speech_start,anders_stjarne_7e6fea,prot-1951-extrahöst-ak--32-anders_stjarne_7e6fea-7-9-0
prot-1951-extrahöst-ak--32,8,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,8,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,8,3,-1,,metadata,,
prot-1951-extrahöst-ak--32,8,6,-1,,metadata,,
prot-1951-extrahöst-ak--32,8,10,0,8f6bb79aaba3167f,speech_start,gustaf_kollberg_ac9ec4,prot-1951-extrahöst-ak--32-gustaf_kollberg_ac9ec4-8-10-0
prot-1951-extrahöst-ak--32,8,10,0,560e61985149f31c,speech_start,gustaf_kollberg_ac9ec4,prot-1951-extrahöst-ak--32-gustaf_kollberg_ac9ec4-8-10-0
prot-1951-extrahöst-ak--32,8,13,-1,,metadata,,
prot-1951-extrahöst-ak--32,8,16,-1,,metadata,,
prot-1951-extrahöst-ak--32,9,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,9,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,9,2,-1,,metadata,,
prot-1951-extrahöst-ak--32,9,3,-1,,metadata,,
prot-1951-extrahöst-ak--32,10,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,10,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,11,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,11,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,11,6,0,8f6bb79aaba3167f,speech_start,sven_persson_57201c,prot-1951-extrahöst-ak--32-sven_persson_57201c-11-6-0
prot-1951-extrahöst-ak--32,11,6,0,560e61985149f31c,speech_start,sven_persson_57201c,prot-1951-extrahöst-ak--32-sven_persson_57201c-11-6-0
prot-1951-extrahöst-ak--32,12,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,12,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,13,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,13,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,13,5,0,8f6bb79aaba3167f,speech_start,sven_persson_57201c,prot-1951-extrahöst-ak--32-sven_persson_57201c-13-5-0
prot-1951-extrahöst-ak--32,14,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,14,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,14,5,-1,,metadata,,
prot-1951-extrahöst-ak--32,14,14,-1,,metadata,,
prot-1951-extrahöst-ak--32,15,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,15,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,16,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,16,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,16,4,0,8f6bb79aaba3167f,speech_start,,prot-1951-extrahöst-ak--32-unk-16-4-0
prot-1951-extrahöst-ak--32,16,4,0,560e61985149f31c,speech_start,,prot-1951-extrahöst-ak--32-unk-16-4-0
prot-1951-extrahöst-ak--32,16,5,-1,,metadata,,
prot-1951-extrahöst-ak--32,16,7,0,8f6bb79aaba3167f,speech_start,adolf_wallentheim_47a428,prot-1951-extrahöst-ak--32-adolf_wallentheim_47a428-16-7-0
prot-1951-extrahöst-ak--32,16,7,0,560e61985149f31c,speech_start,adolf_wallentheim_47a428,prot-1951-extrahöst-ak--32-adolf_wallentheim_47a428-16-7-0
prot-1951-extrahöst-ak--32,16,8,-1,,metadata,,
prot-1951-extrahöst-ak--32,17,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,17,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,17,5,-1,,metadata,,
prot-1951-extrahöst-ak--32,17,14,-1,,metadata,,
prot-1951-extrahöst-ak--32,18,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,18,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,18,7,-1,,metadata,,
prot-1951-extrahöst-ak--32,18,12,0,8f6bb79aaba3167f,speech_start,hilding_hagberg_fb09a2,prot-1951-extrahöst-ak--32-hilding_hagberg_fb09a2-18-12-0
prot-1951-extrahöst-ak--32,18,12,0,560e61985149f31c,speech_start,hilding_hagberg_fb09a2,prot-1951-extrahöst-ak--32-hilding_hagberg_fb09a2-18-12-0
prot-1951-extrahöst-ak--32,19,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,19,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,19,4,0,8f6bb79aaba3167f,speech_start,per-hjalmar_fagerholm_f25448,prot-1951-extrahöst-ak--32-per-hjalmar_fagerholm_f25448-19-4-0
prot-1951-extrahöst-ak--32,19,4,0,560e61985149f31c,speech_start,per-hjalmar_fagerholm_f25448,prot-1951-extrahöst-ak--32-per-hjalmar_fagerholm_f25448-19-4-0
prot-1951-extrahöst-ak--32,20,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,20,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,21,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,21,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,22,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,22,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,23,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,23,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,23,4,0,8f6bb79aaba3167f,speech_start,carl_petrus_olsson_d755c7,prot-1951-extrahöst-ak--32-carl_petrus_olsson_d755c7-23-4-0
prot-1951-extrahöst-ak--32,23,4,0,560e61985149f31c,speech_start,carl_petrus_olsson_d755c7,prot-1951-extrahöst-ak--32-carl_petrus_olsson_d755c7-23-4-0
prot-1951-extrahöst-ak--32,24,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,24,1,-1,,metadata,,
prot-1951-extrahöst-ak--32,24,5,0,8f6bb79aaba3167f,speech_start,per-hjalmar_fagerholm_f25448,prot-1951-extrahöst-ak--32-per-hjalmar_fagerholm_f25448-24-5-0
prot-1951-extrahöst-ak--32,24,5,0,560e61985149f31c,speech_start,per-hjalmar_fagerholm_f25448,prot-1951-extrahöst-ak--32-per-hjalmar_fagerholm_f25448-24-5-0
prot-1951-extrahöst-ak--32,25,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,25,4,-1,,metadata,,
prot-1951-extrahöst-ak--32,25,7,-1,,metadata,,
prot-1951-extrahöst-ak--32,25,10,-1,,metadata,,
prot-1951-extrahöst-ak--32,25,16,0,8f6bb79aaba3167f,speech_start,verner_hedlund_db974e,prot-1951-extrahöst-ak--32-verner_hedlund_db974e-25-16-0
prot-1951-extrahöst-ak--32,25,16,0,560e61985149f31c,speech_start,verner_hedlund_db974e,prot-1951-extrahöst-ak--32-verner_hedlund_db974e-25-16-0
prot-1951-extrahöst-ak--32,26,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,26,2,0,8f6bb79aaba3167f,speech_start,olov_rylander_42a656,prot-1951-extrahöst-ak--32-olov_rylander_42a656-26-2-0
prot-1951-extrahöst-ak--32,26,2,0,560e61985149f31c,speech_start,olov_rylander_42a656,prot-1951-extrahöst-ak--32-olov_rylander_42a656-26-2-0
prot-1951-extrahöst-ak--32,26,3,-1,,metadata,,
prot-1951-extrahöst-ak--32,27,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,27,3,-1,,metadata,,
prot-1951-extrahöst-ak--32,28,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,28,4,-1,,metadata,,
prot-1951-extrahöst-ak--32,29,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,29,6,-1,,metadata,,
prot-1951-extrahöst-ak--32,29,7,0,8f6bb79aaba3167f,speech_start,ingrid_garde_widemar_272da5,prot-1951-extrahöst-ak--32-ingrid_garde_widemar_272da5-29-7-0
prot-1951-extrahöst-ak--32,29,7,0,560e61985149f31c,speech_start,ingrid_garde_widemar_272da5,prot-1951-extrahöst-ak--32-ingrid_garde_widemar_272da5-29-7-0
prot-1951-extrahöst-ak--32,30,0,-1,,metadata,,
prot-1951-extrahöst-ak--32,30,1,3,560e61985149f31c,speech_start,verner_hedlund_db974e,prot-1951-extrahöst-ak--32-verner_hedlund_db974e-30-1-3
prot-1951-extrahöst-ak--32,30,2,-1,,metadata,,
prot-1951-extrahöst-ak--32,30,6,0,8f6bb79aaba3167f,speech_start,verner_hedlund_db974e,prot-1951-extrahöst-ak--32-verner_hedlund_db974e-30-6-0
prot-1951-extrahöst-ak--32,30,6,0,560e61985149f31c,speech_start,verner_hedlund_db974e,prot-1951-extrahöst-ak--32-verner_hedlund_db974e-30-6-0
prot-1951-extrahöst-ak--32,31,0,-1,,metadata,,
