pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,0,8,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,0,10,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,8,4,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,11,9,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,11,12,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,24,4,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,24,4,2,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,24,4,4,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,26,5,3,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,27,7,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,27,7,3,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,28,6,2,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,29,4,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,29,4,3,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,29,5,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,29,6,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,30,6,2,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,31,7,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,32,16,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,32,16,2,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,32,16,3,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,33,3,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,34,3,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,37,14,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,37,25,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,41,9,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,42,18,2,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,43,6,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,43,6,2,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,44,3,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,53,5,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,67,4,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,67,6,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,68,6,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,69,5,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,70,4,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,70,6,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,70,7,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,72,3,1,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,91,3,0,prot-1968-höst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,94,5,1,prot-1968-höst-ak--34
