pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,1,5,0,prot-1961-höst-fk--32
fcfff492e00727b6,Stockholm,Helsingfors,2,8,5,prot-1961-höst-fk--32
fcfff492e00727b6,Stockholm,Helsingfors,8,1,1,prot-1961-höst-fk--32
fcfff492e00727b6,Stockholm,Helsingfors,19,3,0,prot-1961-höst-fk--32
fcfff492e00727b6,Stockholm,Helsingfors,29,3,2,prot-1961-höst-fk--32
fcfff492e00727b6,Stockholm,Helsingfors,31,6,2,prot-1961-höst-fk--32
fcfff492e00727b6,Stockholm,Helsingfors,34,11,0,prot-1961-höst-fk--32
fcfff492e00727b6,Stockholm,Helsingfors,36,8,2,prot-1961-höst-fk--32
fcfff492e00727b6,Stockholm,Helsingfors,39,8,1,prot-1961-höst-fk--32
fcfff492e00727b6,Stockholm,Helsingfors,40,3,0,prot-1961-höst-fk--32
fcfff492e00727b6,Stockholm,Helsingfors,43,12,0,prot-1961-höst-fk--32
