,pattern,txt,replacement,filename
0,metadata,1989/90:45 [2],,prot-198990--45
0,metadata,Prot. 1989/90:45,,prot-198990--45
0,metadata,Elving Andersson m.fl.,,prot-198990--45
0,metadata,bifölls med acklamation.,,prot-198990--45
0,metadata,Prot. 1989/90:45 13 december 1989,,prot-198990--45
0,metadata,2 Riksdagens protokoll 1989/90:45,,prot-198990--45
0,metadata,Utrikeshandel,,prot-198990--45
0,metadata,Näringspolitik,,prot-198990--45
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198990--45
0,metadata,Skogsråvarumarknaden,,prot-198990--45
0,metadata,Mom. 2 Utskottets hemställan bifölls.,,prot-198990--45
0,metadata,Samarbete med Östeuropa och vissa internationella miljöinsatser,,prot-198990--45
0,metadata,-Prot. 1989/90:45,,prot-198990--45
0,metadata,8 Riksdagens protokoll 1989/90:45,,prot-198990--45
0,metadata,"Ändring i tulltaxelagen, m.m.",,prot-198990--45
0,metadata,9 Riksdagens protokoll 1989/90:45,,prot-198990--45
0,metadata,Överläggningen var härmed avslutad. (Beslut fattades under 26 $.),,prot-198990--45
0,metadata,kontrollen,,prot-198990--45
0,metadata,10 Riksdagens protokoll 1989/90:45,,prot-198990--45
0,metadata,Skatteutskottets betänkande SkU18,,prot-198990--45
0,metadata,11 Riksdagens protokoll 1989/90:45,,prot-198990--45
0,metadata,298 Bordläggning,,prot-198990--45
0,metadata,166 Siw Persson (fp),,prot-198990--45
0,metadata,| Birger Andersson (c) Jan Strömdahl (vpk) Kjell Dahlström (mp) Rune Evensson (s),,prot-198990--45
0,metadata,"gotab 99515, Stockholm 1990",,prot-198990--45
