,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll ås,,prot-198990--14
0,metadata,Prot. 1989/90:14,,prot-198990--14
0,metadata,Prot. 1989/90:14 20 oktober 1989,,prot-198990--14
0,metadata,"1"" Riksdagens protokoll 1989/90:14",,prot-198990--14
0,metadata,3$ Svar på interpellation 1989/90:2 om behandlingen av utvisningsärenden rörande barn,,prot-198990--14
0,metadata,Svar på interpella-,,prot-198990--14
0,metadata,1989/90:31 av Jerry Martinger (m) till justitieministern om skärpt narkotikastrafflagstiftning:,,prot-198990--14
0,metadata,1989/90:125 av Mona Saint Cyr (m) till jordbruksministern om dispens för skolkonsumtion av opastöriserad mjölk:,,prot-198990--14
0,metadata,den 20 oktober,,prot-198990--14
0,metadata,8$ Kammaren åtskildes kl. 9.50.,,prot-198990--14
0,metadata,"gotab 90173, Stockholm 1989",,prot-198990--14
