,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll dr 1989/90:133 vy,,prot-198990--133
0,metadata,Prot. 1989/90:133 1 juni 1990,,prot-198990--133
0,metadata,1$ Avsägelser,,prot-198990--133
0,metadata,Prot. 1989/90:133 1 juni 1990.,,prot-198990--133
0,metadata,Prot. 1989/90:133,,prot-198990--133
0,metadata,2 Riksdagens protokoll 1989/90:133,,prot-198990--133
0,metadata,Övriga moment Utskottets hemställan bifölls.,,prot-198990--133
0,metadata,3 Riksdagens protokoll 1989/90:133,,prot-198990--133
0,metadata,4 Riksdagens protokoll 1989/90:133,,prot-198990--133
0,metadata,och tvångsmedel,,prot-198990--133
0,metadata,Innehållsförteckning,,prot-198990--133
0,metadata,"gotab 96924, Stockholm 1990",,prot-198990--133
