,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1989/90:117 Tisdagen den 8 maj,,prot-198990--117
0,metadata,Prot. 1989/90:117 8 maj 1990,,prot-198990--117
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198990--117
0,metadata,Prot. 1989/90:117,,prot-198990--117
0,metadata,6$ Svar på fråga 1989/90:519 om det sekretessbelagda materialet om Boforsaffären,,prot-198990--117
0,metadata,"8$ Svar på frågorna 1989/90:580 och 586 om misskötta permissioner i kriminalvården, m.m.",,prot-198990--117
0,metadata,sanningen. Björn Weibo hör till dem.,,prot-198990--117
0,metadata,3 Riksdagens protokoll 1989/90:117,,prot-198990--117
1,metadata,128 Svar på fråga 1989/90:582 om lantbruksstyrelsens handläggning av vissa bidragsärenden till renägare,,prot-198990--117
0,metadata,4 Riksdagens protokoll 1989/90:117,,prot-198990--117
0,metadata,218 Svar på fråga 1989/90:576 om SJs rullande materiel,,prot-198990--117
0,metadata,Överläggningen var härmed avslutad.,,prot-198990--117
0,metadata,26$ Svar på frågorna 1989/90:546 och 547 om de fristående skolorna,,prot-198990--117
0,metadata,Innehållsförteckning,,prot-198990--117
0,metadata,"gotab 96793, Stockholm 1990",,prot-198990--117
