,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll år 1989/90:29 CC,,prot-198990--29
0,metadata,Prot. 1989/90:29,,prot-198990--29
0,metadata,Prot. 1989/90:29 20 november 1989,,prot-198990--29
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198990--29
0,metadata,Svar på interpellationer och fråga,,prot-198990--29
0,metadata,"6$ Svar på interpellationerna 1989/90:26 och 35 samt fråga 1989/90:183 om prövningen av asylärenden, m.m.",,prot-198990--29
0,metadata,4 Riksdagens protokoll 1989/90:29,,prot-198990--29
0,metadata,5 Riksdagens protokoll 1989/90:29,,prot-198990--29
0,metadata,108 Bordläggning,,prot-198990--29
0,metadata,1989/90:229 av Sverre Palm (s) till industriministern om industrisysselsättningen i Strömstad:,,prot-198990--29
0,metadata,Prot. 1989/90:29 e T ” 20 november 1989 Innehållsförteckning,,prot-198990--29
0,metadata,"gotab 99380, Stockholm 1989",,prot-198990--29
