protocol_id,page,cb_ix,tb_ix,pattern,segmentation,who
prot-199293--32,0,0,-1,,metadata,
prot-199293--32,0,2,-1,,metadata,
prot-199293--32,0,10,-1,,metadata,
prot-199293--32,0,13,-1,,metadata,
prot-199293--32,0,14,-1,,metadata,
prot-199293--32,0,15,-1,,metadata,
prot-199293--32,0,16,-1,,metadata,
prot-199293--32,0,17,-1,,metadata,
prot-199293--32,0,18,-1,,metadata,
prot-199293--32,0,19,-1,,metadata,
prot-199293--32,0,20,-1,,metadata,
prot-199293--32,0,22,-1,,metadata,
prot-199293--32,0,23,-1,,metadata,
prot-199293--32,0,24,-1,,metadata,
prot-199293--32,0,25,-1,,metadata,
prot-199293--32,0,26,-1,,metadata,
prot-199293--32,0,27,-1,,metadata,
prot-199293--32,0,30,-1,,metadata,
prot-199293--32,0,41,0,36cdc1fd812d7973,speech_start,Lennart Nilsson
prot-199293--32,0,74,-1,,metadata,
prot-199293--32,0,76,-1,,metadata,
prot-199293--32,0,77,0,36cdc1fd812d7973,speech_start,Gudrun Norberg
prot-199293--32,0,82,0,36cdc1fd812d7973,speech_start,Bo Könberg
prot-199293--32,0,90,0,36cdc1fd812d7973,speech_start,Kenneth Attefors
prot-199293--32,0,97,-1,,metadata,
