pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,0,15,0,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,9,7,0,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,12,1,0,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,14,8,1,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,15,1,3,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,15,1,6,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,22,1,2,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,30,1,2,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,31,1,1,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,34,1,3,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,38,4,0,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,47,4,2,prot-1940-urtima-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,55,9,0,prot-1940-urtima-fk--14
