,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1987/88:53—58,,prot-198788--53
0,metadata,Prot. 1987/88:53—58,,prot-198788--53
0,metadata,1987/88:317 av Hans Göran Franck (s) om väntetiderna för rättspsykiatrisk undersökning,,prot-198788--53
0,metadata,1987/88:53,,prot-198788--53
0,metadata,Prot. 1987/88:53 19 januari 1988,,prot-198788--53
0,metadata,48 Föredrogs och hänvisades,,prot-198788--53
1,metadata,Proposition,,prot-198788--53
2,metadata,1987/88:50 Bil. 2 till skatteutskottet i övrigt till trafikutskottet,,prot-198788--53
0,metadata,1987/88:309 av Gudrun Norberg (fp) till justitieministern om byggnadsplanerna för Örebro polishus:,,prot-198788--53
0,metadata,Meddelande om frågor 8$& Kammaren åtskildes kl. 15.07.,,prot-198788--53
0,metadata,Tisdagen den 19 januari,,prot-198788--53
1,metadata,Talmannen 5,,prot-198788--53
2,metadata,"Bodström, Lennart, utbildningsminister 5 Ronne-Björkqvist, Ingrid (fp) 6",,prot-198788--53
0,metadata,gotab Stockholm 1988 14564,,prot-198788--53
