,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1987/88:32—-33,,prot-198788--32
0,metadata,Prot. 1987/88:32-33,,prot-198788--32
0,metadata,1987/88:32,,prot-198788--32
0,metadata,Prot. 1987/88:32,,prot-198788--32
0,metadata,Övriga moment Prot. 1987/88:32 Utskottets hemställan bifölls. 26 november 1987,,prot-198788--32
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198788--32
1,metadata,Prot. 1987/88:32 26 november 1987,,prot-198788--32
0,metadata,2 Riksdagens protokoll 1987/88:32-33,,prot-198788--32
0,metadata,Lotterifrågor,,prot-198788--32
0,metadata,Överläggningen i detta ärende var härmed avslutad. (Beslut fattades efter debatten om näringsutskottets betänkande 3.),,prot-198788--32
0,metadata,Näringsutskottets betänkande 1 Prot. 1987/88:32 Utskottets hemställan bifölls med 154 röster mot 138 för reservationen av 26 november 1987,,prot-198788--32
0,metadata,Vissa länsstyrelsefrågor,,prot-198788--32
0,metadata,S Riksdagens protokoll 1987/88:32-33,,prot-198788--32
0,metadata,Regler för byggande,,prot-198788--32
0,metadata,"1987/88:221 av Göthe Knutson (m) till justitieministern om permissionerna inom kriminalvården, m. m.:",,prot-198788--32
0,metadata,Förteckning över talare Prot. (Siffrorna avser sida i protokollen) 1987/88:32-33,,prot-198788--32
0,metadata,gotab Stockholm 1987 14112,,prot-198788--32
