,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll —-— 1987/88:99 ÖR,,prot-198788--99
0,metadata,1987/88:99 Prot. 1987/88:99,,prot-198788--99
0,metadata,Prot. 1987/88:99 13 april 1988,,prot-198788--99
0,metadata,"Jordoch skogsbruk, m.m.",,prot-198788--99
0,metadata,Prot. 1987/88:99,,prot-198788--99
0,metadata,Prot. 1987/88:99 13 april 1988 .,,prot-198788--99
0,metadata,3 Riksdagens protokoll 1987/88:99,,prot-198788--99
0,metadata,Mom. 9 (överföring av fjällnära skogar) Prot. 1987/88:99 Utskottets hemställan bifölls med 194 röster mot 100 för reservation 41 av 13 april 1988,,prot-198788--99
0,metadata,4 Riksdagens protokoll 1987/88:99,,prot-198788--99
0,metadata,78 Föredrogs arbetsmarknadsutskottets betänkande 1987/88:11 om arbetsmarknadspolitiken (prop. 1987/88:100 delvis).,,prot-198788--99
0,metadata,S Riksdagens protokoll 1987/88:99,,prot-198788--99
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198788--99
0,metadata,Arbetsmarknadspolitiken,,prot-198788--99
0,metadata,6 Riksdagens protokoll 1987/88:99,,prot-198788--99
0,metadata,7 Riksdagens protokoll 1987/88:99,,prot-198788--99
0,metadata,8 Riksdagens protokoll 1987/88:99,,prot-198788--99
0,metadata,Beträffande detta ärende konstaterade andre vice talmannen att ingen Prot. 1987/88:99 talare var anmäld. 13 april 1988,,prot-198788--99
0,metadata,9 Riksdagens protokoll 1987/88:99,,prot-198788--99
0,metadata,15 $ Föredrogs,,prot-198788--99
1,metadata,finansutskottets betänkande,,prot-198788--99
2,metadata,1987/88:18 om anslag för budgetåret 1988/89 till riksgäldskontoret (prop. 1987/88:100 delvis).,,prot-198788--99
0,metadata,16 $ Föredrogs justitieutskottets betänkande 1987/88:18 om vissa advokatfrågor (prop. 1987/88:26).,,prot-198788--99
0,metadata,"Prot. 1987/88:99 13 april 1988 Ändringar i rättshjälpslagen, m. m.",,prot-198788--99
0,metadata,11 Riksdagens protokoll 1987/88:99,,prot-198788--99
0,metadata,1987/88:230 av Sigge Godin (fp) till kommunikationsministern om postbefordran med järnväg:,,prot-198788--99
0,metadata,1987/88:231 av Sigge Godin (fp) till kommunikationsministern om SJ:s banverksorganisation:,,prot-198788--99
0,metadata,Förteckning över talare Prot. (Siffrorna avser sida i protokollet) 1987/88:99,,prot-198788--99
0,metadata,gotab Stockholm 1988 15433,,prot-198788--99
