,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1987/88:29—-30,,prot-198788--29
0,metadata,Prot. 1987/88:29—-30,,prot-198788--29
0,metadata,1987/88:202 av Marianne Karlsson (c) om marknadsföringen av Prot.,,prot-198788--29
0,metadata,1987/88:29,,prot-198788--29
0,metadata,Prot. 1987/88:29,,prot-198788--29
0,metadata,Prot. 1987/88:29 23 november 1987,,prot-198788--29
0,metadata,5 $& Svar på interpellation 1987/88:69 om gränsvärdet för etylenoxid,,prot-198788--29
0,metadata,Prot. 1987/88:29 23 november 1987 Om gränsvärdet för etylenoxid,,prot-198788--29
0,metadata,2 Riksdagens protokoll 1987/88:29—-30,,prot-198788--29
0,metadata,1987/88:126 av Gunnar Hökmark (m) till utrikesministern om den säkerhetspolitiska debatten:,,prot-198788--29
0,metadata,3 Riksdagens protokoll 1987/88:29—-30,,prot-198788--29
0,metadata,1987/88:192 av Ingrid Sundberg (m) till statsrådet Ulf Lönnqvist om fritidsbåtsregistret:,,prot-198788--29
0,metadata,> Prot. 1987/88:29 — den 23 november 23 november 1987,,prot-198788--29
1,metadata,Meddelande om frågor 1987/88:194 av Daniel Tarschys (fp) till statsrådet Bengt Göransson om,,prot-198788--29
0,metadata,Förteckning över talare Prot. (Siffrorna avser sida i protokollen) 1987/88:29—-30,,prot-198788--29
0,metadata,gotab Stockholm 1987 14120,,prot-198788--29
