pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,0,10,0,prot-1930--ak--26
fcfff492e00727b6,Stockholm,Helsingfors,9,9,0,prot-1930--ak--26
fcfff492e00727b6,Stockholm,Helsingfors,16,8,0,prot-1930--ak--26
fcfff492e00727b6,Stockholm,Helsingfors,25,9,0,prot-1930--ak--26
fcfff492e00727b6,Stockholm,Helsingfors,28,1,2,prot-1930--ak--26
fcfff492e00727b6,Stockholm,Helsingfors,31,6,0,prot-1930--ak--26
fcfff492e00727b6,Stockholm,Helsingfors,40,8,2,prot-1930--ak--26
fcfff492e00727b6,Stockholm,Helsingfors,40,8,3,prot-1930--ak--26
fcfff492e00727b6,Stockholm,Helsingfors,44,10,5,prot-1930--ak--26
fcfff492e00727b6,Stockholm,Helsingfors,45,6,0,prot-1930--ak--26
