,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198283--34
0,metadata,Fredagen den 26 november,,prot-198283--34
0,metadata,Tisdagen den 30 november,,prot-198283--34
0,metadata,1982/83:34,,prot-198283--34
0,metadata,Nr 34 BESS,,prot-198283--34
0,metadata,Nr 34 Torsdagen den 25 november 1982,,prot-198283--34
0,metadata,3$ Svar på fråga 1982/83:84 om obligatorisk förmedling av adoptivbarn,,prot-198283--34
0,metadata,4$ Svar på fråga 1982/83:98 om förskoleverksamheten Nr 34,,prot-198283--34
0,metadata,5$ Svar på fråga 1982/83:111 om kostnaderna för bärgning av den sovjetiska ubåten i Karlskrona skärgård,,prot-198283--34
0,metadata,Överläggningen var härmed avslutad.,,prot-198283--34
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198283--34
0,metadata,16 $ Meddelande om frågor Nr 34 Torsdagen den,,prot-198283--34
0,metadata,25 november 1982,,prot-198283--34
0,metadata,1982/83 34-37,,prot-198283--34
