,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198283--120
0,metadata,1982/83 119-123,,prot-198283--120
0,metadata,Meddelande om fråga 1982/83:431 av Karin Ahrland (fp) om skattemässiga följder av renovering av egen bostad,,prot-198283--120
0,metadata,1982/83:120,,prot-198283--120
0,metadata,7 Riksdagens protokoll 1982/83:119-123,,prot-198283--120
0,metadata,8 Riksdagens protokoll 1982/83:119-123,,prot-198283--120
0,metadata,Mom. 3-8 Utskottets hemställan bifölls.,,prot-198283--120
0,metadata,9 Riksdagens protokoll 1982/83:119-123,,prot-198283--120
0,metadata,258 Kammaren åtskildes kl. 23.02.,,prot-198283--120
0,metadata,Förteckning över talare 1982/83 (Siffrorna avser sida i protokollen) 119-123,,prot-198283--120
