,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198283--115
0,metadata,1982/83 113-115,,prot-198283--115
0,metadata,Utbildningsutskottets betänkande 1982/83:19 Antalet skoldagar under läsåret ..........sssersra,,prot-198283--115
0,metadata,Måndagen den 11 april 1983,,prot-198283--115
0,metadata,9 Riksdagens protokoll 1982/83:113-115,,prot-198283--115
0,metadata,38 Svar på interpellation 1982/83:87 om en omorganisation av Nr 115,,prot-198283--115
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198283--115
0,metadata,4$ Svar på interpellationerna 1982/83:83 och 88 om arbetsmarknadsläget i bl. a. Hallands och Västernorrlands län,,prot-198283--115
0,metadata,11 Riksdagens protokoll 1982/83:113-115,,prot-198283--115
0,metadata,"1982/83:2302 av Nic Grönvall Nr 115 Godkännande av 1983 års internationella kaffeavtal, m. m. (prop. 1982/",,prot-198283--115
0,metadata,10$ Kammaren åtskildes,,prot-198283--115
0,metadata,minab/gotab Stockholm 1983 75391,,prot-198283--115
