,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198283--65
0,metadata,1982/83 65-66,,prot-198283--65
0,metadata,3$ Svar på interpellation 1982/83:51 och fråga 1982/83:186 om vissa affärer av Uddevallavarvet,,prot-198283--65
0,metadata,Nr 65 Fredagen den 21 januari 1983,,prot-198283--65
0,metadata,2 Riksdagens protokoll 1982/83:65-66,,prot-198283--65
0,metadata,48 Svar på fråga 1982/83:194 om åtgärder för att begränsa valfångsten,,prot-198283--65
0,metadata,Överläggningen var härmed avslutad.,,prot-198283--65
0,metadata,Nr 65 58 Föredrogs och hänvisades,,prot-198283--65
0,metadata,8$ Anmäldes och bordlades Nr 65 Motionerna,,prot-198283--65
1,metadata,"1982/83:691 av Bertil Fiskesjö m. fl. Skilda valdagar, m. m.",,prot-198283--65
0,metadata,Nr 65 1982/83:708 av Stig Josefson m. fl.,,prot-198283--65
0,metadata,1982/83:726 av Ulf Adelsohn m. fl. Säkerhetsoch försvarspolitiken,,prot-198283--65
0,metadata,1982/83:761 av Karin Israelsson m. fl. Nr 65,,prot-198283--65
0,metadata,1982/83:797 av Per Israelsson m. fl. Nr 65,,prot-198283--65
0,metadata,1982/83:833 av Sven-Erik Nordin m. fl. Länsstyrelsernas anslag för samhällsinformation och kungörelseannonsering,,prot-198283--65
0,metadata,den 21 januari,,prot-198283--65
0,metadata,1982/83 Förteckning över talare 65-66 (Siffrorna avser sida i protokollen),,prot-198283--65
