,pattern,txt,replacement,filename
0,metadata,1982/83:31-32 22-23 november 1982,,prot-198283--31
0,metadata,1982/83 31-32,,prot-198283--31
0,metadata,Avgjorda ärenden 1982/83 31-32 Måndagen den 22 november,,prot-198283--31
0,metadata,22 november 1982,,prot-198283--31
0,metadata,Om Sveriges agerande i det internationella nedrustningsarbetet,,prot-198283--31
0,metadata,Guatemala,,prot-198283--31
0,metadata,10 $ Svar på interpellation 1982/83:20 om verksamheten vid Sandvik AB,,prot-198283--31
0,metadata,Nr 31 Måndagen den 22 november 1982,,prot-198283--31
0,metadata,6 Riksdagens protokoll 1982/83:31-32,,prot-198283--31
0,metadata,existens? 198 Kammaren åtskildes kl. 16.58.,,prot-198283--31
