,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198283--36
0,metadata,Fredagen den 26 november,,prot-198283--36
0,metadata,Tisdagen den 30 november,,prot-198283--36
0,metadata,1982/83:36,,prot-198283--36
0,metadata,Nr 36 Bov,,prot-198283--36
0,metadata,1982/83:105 .1982/83:106 1982/83:107 1982/83:108 1982/83:109 1982/83:110 1982/83:111 1982/83:112 1982/83:113 1982/83:114,,prot-198283--36
0,metadata,Nr 36 Måndagen den,,prot-198283--36
0,metadata,"Uppföljningskommittén, vars arbete syftat till att åstadkomma förenkling- 29:navember :1982",,prot-198283--36
0,metadata,frågor In fidem,,prot-198283--36
0,metadata,1982/83 34-37,,prot-198283--36
