,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198283--164
0,metadata,1982/83:164,,prot-198283--164
0,metadata,10 Riksdagens protokoll 1982/83:163-164,,prot-198283--164
0,metadata,Nr 164 Torsdagen den 2 juni 1983,,prot-198283--164
0,metadata,11 Riksdagens protokoll 1982/83:163-164,,prot-198283--164
0,metadata,Anf. 83 GÖRAN ALLMÉR (m): Herr talman! I utbildningsutskottets betänkande 1982/83:36 behandlas,,prot-198283--164
0,metadata,13 Riksdagens protokoll 1982/83:163-164,,prot-198283--164
0,metadata,"Kommunalekonomiska frågor,",,prot-198283--164
0,metadata,Torsdagen den 2 juni,,prot-198283--164
0,metadata,1982/83 163-164,,prot-198283--164
