,pattern,txt,replacement,filename
0,metadata,1982/83:158-159 30 maj 1983,,prot-198283--159
0,metadata,1982/83:125 av Nils Åsling (c) om en bättre företagsstruktur inom skogsbruket,,prot-198283--159
0,metadata,1982/83:159,,prot-198283--159
0,metadata,22$ Svar på fråga 1982/83:476 om graviditetsstörningar i samband med bildskärmsarbete,,prot-198283--159
0,metadata,9 Riksdagens protokoll 1982/83:158-159,,prot-198283--159
0,metadata,10 Riksdagens protokoll 1982/83:158-159,,prot-198283--159
0,metadata,30 $ Svar på fråga 1982/83:470 om förslag i Europarådet om behandlingen av försöksdjur,,prot-198283--159
0,metadata,Överläggningen var härmed avslutad.,,prot-198283--159
0,metadata,"34$ Svar på interpellation 1982/83:119 om den internationella vapenhandeln, m. m.",,prot-198283--159
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198283--159
0,metadata,12 Riksdagens protokoll 1982/83:158-159,,prot-198283--159
0,metadata,"378 Svar på fråga 1982/83:466 om bättre balans mellan de olika trafikintressena inom transportrådet, m. m",,prot-198283--159
0,metadata,40$ Kammaren åtskildes kl. 23.42.,,prot-198283--159
0,metadata,1982/83 158-159,,prot-198283--159
0,metadata,minab/gotab Stockholm 1983 75789,,prot-198283--159
