protocol_id,page,cb_ix,tb_ix,pattern,segmentation,who
prot-1920--fk--58,0,3,,,metadata,
prot-1920--fk--58,0,7,,,metadata,
prot-1920--fk--58,0,8,,,metadata,
prot-1920--fk--58,0,20,,,metadata,
prot-1920--fk--58,1,0,,,metadata,
prot-1920--fk--58,1,2,,,metadata,
prot-1920--fk--58,2,2,,,metadata,
prot-1920--fk--58,2,3,,,metadata,
prot-1920--fk--58,2,4,,,metadata,
prot-1920--fk--58,3,0,,,metadata,
prot-1920--fk--58,3,1,,,metadata,
prot-1920--fk--58,3,2,,,metadata,
prot-1920--fk--58,4,0,,,metadata,
prot-1920--fk--58,4,1,,,metadata,
prot-1920--fk--58,4,6,,,metadata,
prot-1920--fk--58,5,0,,,metadata,
prot-1920--fk--58,5,1,,,metadata,
prot-1920--fk--58,5,2,,,metadata,
prot-1920--fk--58,6,0,,,metadata,
prot-1920--fk--58,6,1,,,metadata,
prot-1920--fk--58,6,5,,,metadata,
prot-1920--fk--58,6,6,,,metadata,
prot-1920--fk--58,7,0,,,metadata,
prot-1920--fk--58,7,1,,,metadata,
prot-1920--fk--58,7,2,,,metadata,
prot-1920--fk--58,8,0,,,metadata,
prot-1920--fk--58,9,0,,,metadata,
prot-1920--fk--58,9,1,,,metadata,
prot-1920--fk--58,9,3,,,metadata,
prot-1920--fk--58,10,0,,,metadata,
prot-1920--fk--58,10,2,,,metadata,
prot-1920--fk--58,10,3,,,metadata,
prot-1920--fk--58,11,0,,,metadata,
prot-1920--fk--58,11,1,,,metadata,
prot-1920--fk--58,11,3,,,metadata,
prot-1920--fk--58,12,0,,,metadata,
prot-1920--fk--58,12,12,,,metadata,
prot-1920--fk--58,12,13,,,metadata,
