protocol_id,page,cb_ix,tb_ix,pattern,segmentation,who,id
prot-1932--ak--29,0,0,-1,,metadata,,
prot-1932--ak--29,0,3,-1,,metadata,,
prot-1932--ak--29,0,5,-1,,metadata,,
prot-1932--ak--29,0,6,0,560e61985149f31c,speech_start,felix_hamrin_551779,prot-1932--ak--29-felix_hamrin_551779-0-6-0
prot-1932--ak--29,0,9,-1,,metadata,,
prot-1932--ak--29,0,11,-1,,metadata,,
prot-1932--ak--29,0,12,1,560e61985149f31c,speech_start,august_spangberg_5027fd,prot-1932--ak--29-august_spangberg_5027fd-0-12-1
prot-1932--ak--29,0,14,-1,,metadata,,
prot-1932--ak--29,0,17,-1,,metadata,,
prot-1932--ak--29,1,0,-1,,metadata,,
prot-1932--ak--29,1,4,-1,,metadata,,
prot-1932--ak--29,1,5,-1,,metadata,,
prot-1932--ak--29,1,6,-1,,metadata,,
prot-1932--ak--29,1,8,-1,,metadata,,
prot-1932--ak--29,2,0,-1,,metadata,,
prot-1932--ak--29,2,5,-1,,metadata,,
prot-1932--ak--29,3,0,-1,,metadata,,
prot-1932--ak--29,3,1,-1,,metadata,,
prot-1932--ak--29,3,3,-1,,metadata,,
prot-1932--ak--29,3,4,-1,,metadata,,
prot-1932--ak--29,3,7,0,8f6bb79aaba3167f,speech_start,ernst_wigforss_c2e2a2,prot-1932--ak--29-ernst_wigforss_c2e2a2-3-7-0
prot-1932--ak--29,3,7,0,560e61985149f31c,speech_start,ernst_wigforss_c2e2a2,prot-1932--ak--29-ernst_wigforss_c2e2a2-3-7-0
prot-1932--ak--29,4,0,-1,,metadata,,
prot-1932--ak--29,4,1,-1,,metadata,,
prot-1932--ak--29,4,4,-1,,metadata,,
prot-1932--ak--29,4,5,-1,,metadata,,
prot-1932--ak--29,5,0,-1,,metadata,,
prot-1932--ak--29,5,1,-1,,metadata,,
prot-1932--ak--29,5,4,-1,,metadata,,
prot-1932--ak--29,6,0,-1,,metadata,,
prot-1932--ak--29,6,2,-1,,metadata,,
prot-1932--ak--29,7,0,-1,,metadata,,
prot-1932--ak--29,7,2,-1,,metadata,,
prot-1932--ak--29,7,3,-1,,metadata,,
prot-1932--ak--29,8,0,-1,,metadata,,
prot-1932--ak--29,9,0,-1,,metadata,,
prot-1932--ak--29,9,2,-1,,metadata,,
prot-1932--ak--29,9,3,-1,,metadata,,
prot-1932--ak--29,10,0,-1,,metadata,,
prot-1932--ak--29,10,1,-1,,metadata,,
prot-1932--ak--29,10,5,0,8f6bb79aaba3167f,speech_start,otto_magnusson_096c60,prot-1932--ak--29-otto_magnusson_096c60-10-5-0
prot-1932--ak--29,10,5,0,560e61985149f31c,speech_start,otto_magnusson_096c60,prot-1932--ak--29-otto_magnusson_096c60-10-5-0
prot-1932--ak--29,10,7,-1,,metadata,,
prot-1932--ak--29,11,0,-1,,metadata,,
