pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,1,5,3,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,3,1,2,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,6,11,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,7,1,4,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,8,7,1,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,20,7,1,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,20,10,1,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,23,2,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,24,2,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,24,8,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,26,3,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,26,5,1,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,29,3,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,34,1,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,41,1,1,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,48,1,3,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,63,2,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,81,3,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,96,1,1,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,100,1,1,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,111,6,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,115,4,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,122,1,1,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,124,2,1,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,126,2,0,prot-1946--ak--23
fcfff492e00727b6,Stockholm,Helsingfors,127,7,0,prot-1946--ak--23
