pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,1,3,0,prot-1967-höst-fk--52
fcfff492e00727b6,Stockholm,Helsingfors,24,5,0,prot-1967-höst-fk--52
fcfff492e00727b6,Stockholm,Helsingfors,25,11,0,prot-1967-höst-fk--52
fcfff492e00727b6,Stockholm,Helsingfors,25,11,2,prot-1967-höst-fk--52
fcfff492e00727b6,Stockholm,Helsingfors,28,3,4,prot-1967-höst-fk--52
fcfff492e00727b6,Stockholm,Helsingfors,44,8,2,prot-1967-höst-fk--52
fcfff492e00727b6,Stockholm,Helsingfors,62,14,1,prot-1967-höst-fk--52
fcfff492e00727b6,Stockholm,Helsingfors,83,4,1,prot-1967-höst-fk--52
fcfff492e00727b6,Stockholm,Helsingfors,92,6,1,prot-1967-höst-fk--52
fcfff492e00727b6,Stockholm,Helsingfors,110,4,0,prot-1967-höst-fk--52
fcfff492e00727b6,Stockholm,Helsingfors,112,1,4,prot-1967-höst-fk--52
