pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
7090e83bd0c0a3da,   , ,1,23,0,prot-1967--fk--31
7090e83bd0c0a3da,   , ,1,24,0,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,12,1,1,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,15,8,1,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,24,1,3,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,31,5,1,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,51,6,1,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,67,5,1,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,67,5,2,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,73,2,0,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,75,6,2,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,76,2,2,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,81,2,2,prot-1967--fk--31
fcfff492e00727b6,Stockholm,Helsingfors,88,4,3,prot-1967--fk--31
