,name,party,district,chamber,start,end,occupation,gender,id
4969,Eric Holmqvist,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,eric_holmqvist_d0d4
4970,Eric Mossberger,Socialdemokraterna,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,eric_mossberger_d60d
4971,Eric Peterson,Folkpartiet Liberalerna,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,eric_peterson_bb2f
4972,Erik Alexandersson,Folkpartiet Liberalerna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,erik_alexandersson_9b24
4973,Erik Boheman,Folkpartiet Liberalerna,Göteborgs stad,Första kammaren,1966,1972,,man,erik_boheman_2abc
4974,Erik Carlsson i Läperud,Högerpartiet,Älvsborgs län,Första kammaren,1966,1972,,man,erik_carlsson_i_läperud_71e5
4975,Erik Jansson,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,erik_jansson_1f4d
4976,Erik Norberg i Timrå,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,erik_norberg_i_timrå_ea6b
4977,Erik Olsson i Krokom,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,erik_olsson_i_krokom_ea6b
4978,Erik Svedberg,Socialdemokraterna,Gävleborgs län,Första kammaren,1966,1972,,man,erik_svedberg_07e5
4979,Erik Svensson,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,erik_svensson_a897
4980,Erik Wärnberg,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,erik_wärnberg_27f3
4981,Ernst Olsson,Folkpartiet Liberalerna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,ernst_olsson_fdb1
4982,Eskil Tistad,Folkpartiet Liberalerna,Göteborgs och Bohus län,Första kammaren,1966,1972,,man,eskil_tistad_a0c0
4983,Ferdinand Nilsson,Centerpartiet,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,ferdinand_nilsson_13ab
4984,Fridolf Wirmark,Socialdemokraterna,Örebro län,Första kammaren,1966,1972,,man,fridolf_wirmark_6ecd
4985,Fritz Persson,Socialdemokraterna,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,fritz_persson_d60d
4986,Georg Pettersson,Socialdemokraterna,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,georg_pettersson_c962
4987,Georg Pettersson,Centerpartiet,Örebro län,Första kammaren,1966,1972,,man,georg_pettersson_48d0
4988,Gillis Augustsson,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,,gillis_augustsson_27f3
4989,Grethe Lundblad,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,,grethe_lundblad_d0d4
4990,Gudmund Ernulf,Folkpartiet Liberalerna,Göteborgs stad,Första kammaren,1966,1972,,man,gudmund_ernulf_2abc
4991,Gunnar Edström,Folkpartiet Liberalerna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,gunnar_edström_3584
4992,Gunnar Hübinette,Högerpartiet,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,gunnar_hübinette_190f
4993,Gunnar Lange,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,gunnar_lange_d0d4
4994,Gunnar Rönnberg,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,gunnar_rönnberg_6570
4995,Gunnar Skagerlund,Folkpartiet Liberalerna,Örebro län,Första kammaren,1966,1972,,man,gunnar_skagerlund_32d4
4996,Gunnar Sträng,Socialdemokraterna,Älvsborgs län,Första kammaren,1966,1972,,man,gunnar_sträng_1159
4997,Gunnar Wallmark,Högerpartiet,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,gunnar_wallmark_190f
4998,Gunvor Stenberg,Högerpartiet,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,,gunvor_stenberg_a6e1
4999,Göran Karlsson,Socialdemokraterna,Jönköpings län,Första kammaren,1966,1972,,man,göran_karlsson_db67
5000,Gösta Jacobsson,Högerpartiet,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,gösta_jacobsson_ec28
5001,Harald Pettersson,Centerpartiet,Skaraborgs län,Första kammaren,1966,1972,,man,harald_pettersson_a11d
5002,Helge Berglund,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,man,helge_berglund_edcf
5003,Helge Karlsson,Socialdemokraterna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,helge_karlsson_b035
5004,Helge Ottosson,Högerpartiet,Jönköpings län,Första kammaren,1966,1972,,man,helge_ottosson_dd17
5005,Henrik Åkerlund,Högerpartiet,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,henrik_åkerlund_190f
5006,Herbert Hermansson,Centerpartiet,Göteborgs och Bohus län,Första kammaren,1966,1972,,man,herbert_hermansson_9dd7
5007,Herbert Larsson,Socialdemokraterna,Älvsborgs län,Första kammaren,1966,1972,,man,herbert_larsson_1159
5008,Herman Kling,Socialdemokraterna,Gävleborgs län,Första kammaren,1966,1972,,man,herman_kling_07e5
5009,Ingrid Diesen,Högerpartiet,Stockholms stad,Första kammaren,1966,1972,,woman,ingrid_diesen_8cdc
5010,Ingrid Segerstedt-Wiberg,Folkpartiet Liberalerna,Göteborgs stad,Första kammaren,1966,1972,,woman,ingrid_segerstedt-wiberg_2abc
5011,Ivan Svanström,Centerpartiet,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,ivan_svanström_0c30
5012,Ivar Andersson i Fredriksberg,Socialdemokraterna,Kopparbergs län,Första kammaren,1966,1972,,man,ivar_andersson_i_fredriksberg_f6ac
5013,Ivar Högström,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,ivar_högström_ea6b
5014,Ivar Johansson,Centerpartiet,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,ivar_johansson_5152
5015,Ivar Virgin,Högerpartiet,Skaraborgs län,Första kammaren,1966,1972,,man,ivar_virgin_f791
5016,Joel Sörenson,Folkpartiet Liberalerna,Stockholms stad,Första kammaren,1966,1972,,man,joel_sörenson_f2b2
5017,Johan A. Olsson,Centerpartiet,Gävleborgs län,Första kammaren,1966,1972,,man,johan_a._olsson_620b
5018,John Ericsson i Kinna,Socialdemokraterna,Älvsborgs län,Första kammaren,1966,1972,,man,john_ericsson_i_kinna_1159
5019,John-Arvid Arvidson,Högerpartiet,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,,john-arvid_arvidson_ec28
5020,Kaj Björk,Socialdemokraterna,Göteborgs stad,Första kammaren,1966,1972,,man,kaj_björk_b9d2
5021,Kaj Lokander,Socialdemokraterna,Värmlands län,Första kammaren,1966,1972,,man,kaj_lokander_749a
5022,Karl Kilsmo,Folkpartiet Liberalerna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,karl_kilsmo_fed2
5023,Karl Pettersson,Socialdemokraterna,Örebro län,Första kammaren,1966,1972,,man,karl_pettersson_6ecd
5024,Knut Johansson,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,man,knut_johansson_edcf
5025,Krister Wickman,Socialdemokraterna,Kronobergs och Hallands län,Första kammaren,1966,1972,,man,krister_wickman_d60d
5026,Lage Svedberg,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,lage_svedberg_6570
5027,Lars Larsson i Lotorp,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,man,lars_larsson_i_lotorp_27f3
5028,Lars Schött,Högerpartiet,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,lars_schött_3969
5029,Lars Werner,Vänsterpartiet kommunisterna,Stockholms stad,Första kammaren,1966,1972,,man,lars_werner_7992
5030,Lennart Blom,Folkpartiet Liberalerna,Skaraborgs län,Första kammaren,1966,1972,,man,lennart_blom_8f21
5031,Lennart Geijer,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,man,lennart_geijer_edcf
5032,Lennart Wanhainen,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,lennart_wanhainen_6570
5033,Lilly Ohlsson,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,woman,lilly_ohlsson_d0d4
5034,Lisa Mattsson,Socialdemokraterna,Göteborgs stad,Första kammaren,1966,1972,,woman,lisa_mattsson_b9d2
5035,Maj-Lis Landberg,Socialdemokraterna,Östergötlands län med Norrköpings stad,Första kammaren,1966,1972,,,maj-lis_landberg_27f3
5036,Manne Olsson,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,manne_olsson_1f4d
5037,Margit Lundblad,Socialdemokraterna,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,,margit_lundblad_d0d4
5038,Mary Hultell,Högerpartiet,Stockholms stad,Första kammaren,1966,1972,,woman,mary_hultell_8cdc
5039,Nils Erik Wååg,Socialdemokraterna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,nils_erik_wååg_b035
5040,Nils Hjort,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,nils_hjort_1f4d
5041,Nils Magnusson,Socialdemokraterna,Göteborgs och Bohus län,Första kammaren,1966,1972,,man,nils_magnusson_f596
5042,Nils Nilsson i Mora,Centerpartiet,Kopparbergs län,Första kammaren,1966,1972,,man,nils_nilsson_i_mora_3019
5043,Nils Ståhle,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,nils_ståhle_a897
5044,Nils Theodor Larsson,Centerpartiet,Kalmar och Gotlands län,Första kammaren,1966,1972,,man,nils_theodor_larsson_0c30
5045,Nils-Eric Gustafsson,Centerpartiet,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,,nils-eric_gustafsson_ec86
5046,Olle Dahlén,Folkpartiet Liberalerna,Stockholms stad,Första kammaren,1966,1972,,man,olle_dahlén_f2b2
5047,Oscar Carlsson,Socialdemokraterna,Värmlands län,Första kammaren,1966,1972,,man,oscar_carlsson_749a
5048,Otto Stadling,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,otto_stadling_ea6b
5049,Ove Karlsson,Socialdemokraterna,Kopparbergs län,Första kammaren,1966,1972,,man,ove_karlsson_f6ac
5050,Paul Brundin,Högerpartiet,Göteborgs stad,Första kammaren,1966,1972,,man,paul_brundin_b62e
5051,Paul Jansson,Socialdemokraterna,Skaraborgs län,Första kammaren,1966,1972,,man,paul_jansson_0838
5052,Per Blomquist,Högerpartiet,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,per_blomquist_ec28
5053,Per Hilding,Folkpartiet Liberalerna,Gävleborgs län,Första kammaren,1966,1972,,man,per_hilding_7416
5054,Per Jacobsson i Vindeln,Folkpartiet Liberalerna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,per_jacobsson_i_vindeln_6d11
5055,Ragnar Sveningsson,Högerpartiet,Älvsborgs län,Första kammaren,1966,1972,,man,ragnar_sveningsson_71e5
5056,Rikard Svensson,Socialdemokraterna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,rikard_svensson_b035
5057,Roland Lundberg,Högerpartiet,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,man,roland_lundberg_ec28
5058,Rolf Kaijser,Högerpartiet,Värmlands län,Första kammaren,1966,1972,,man,rolf_kaijser_a4a2
5059,Rolf Wirtén,Folkpartiet Liberalerna,Jönköpings län,Första kammaren,1966,1972,,man,rolf_wirtén_5e2a
5060,Rune Hedlund,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,rune_hedlund_a897
5061,Rune Jonsson,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,rune_jonsson_ea6b
5062,Ruth Hamrin-Thorell,,Stockholms och Uppsala län,Första kammaren,1966,1972,,woman,ruth_hamrin-thorell_a3cf
5063,Sigurd Lundin,Socialdemokraterna,Gävleborgs län,Första kammaren,1966,1972,,man,sigurd_lundin_07e5
5064,Sten Andersson,Socialdemokraterna,Värmlands län,Första kammaren,1966,1972,,man,sten_andersson_749a
5065,Sten Åkesson,Folkpartiet Liberalerna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,sten_åkesson_fdb1
5066,Stig Stefanson,Folkpartiet Liberalerna,Kopparbergs län,Första kammaren,1966,1972,,man,stig_stefanson_65f9
5067,Sture Palm,Socialdemokraterna,Stockholms och Uppsala län,Första kammaren,1966,1972,,man,sture_palm_1f4d
5068,Svante Kristiansson,Socialdemokraterna,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,svante_kristiansson_b035
5069,Sven Andersson,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,sven_andersson_a897
5070,Sven Aspling,Socialdemokraterna,Göteborgs stad,Första kammaren,1966,1972,,man,sven_aspling_b9d2
5071,Sven Nyman,Folkpartiet Liberalerna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,sven_nyman_fed2
5072,Sven Sundin,Centerpartiet,Västernorrlands och Jämtlands län,Första kammaren,1966,1972,,man,sven_sundin_c67e
5073,Sven-Otto Österdahl,Folkpartiet Liberalerna,Kalmar och Gotlands län,Första kammaren,1966,1972,,,sven-otto_österdahl_0737
5074,Tage Johansson,Socialdemokraterna,Jönköpings län,Första kammaren,1966,1972,,man,tage_johansson_db67
5075,Tage Larfors,Socialdemokraterna,Södermlands och Västmanlands län,Första kammaren,1966,1972,,man,tage_larfors_a897
5076,Thore Sörlin,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,,thore_sörlin_6570
5077,Thorle Nilsson,Socialdemokraterna,Jönköpings län,Första kammaren,1966,1972,,,thorle_nilsson_db67
5078,Thorsten Larsson,Centerpartiet,Malmöhus län med Malmö stad,Första kammaren,1966,1972,,,thorsten_larsson_072f
5079,Thure Dahlberg,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,thure_dahlberg_6570
5080,Torsten Andersson i Brämhult,Centerpartiet,Älvsborgs län,Första kammaren,1966,1972,,,torsten_andersson_i_brämhult_e3c4
5081,Torsten Bengtsson,Centerpartiet,Jönköpings län,Första kammaren,1966,1972,,,torsten_bengtsson_2ff5
5082,Torsten Hansson,Socialdemokraterna,Göteborgs stad,Första kammaren,1966,1972,,,torsten_hansson_b9d2
5083,Torsten Mattsson,Centerpartiet,Kronobergs och Hallands län,Första kammaren,1966,1972,,,torsten_mattsson_05b6
5084,Ulla Lindström,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,,ulla_lindström_edcf
5085,Uno Hedström,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1966,1972,,man,uno_hedström_6570
5086,Yngve Möller,Socialdemokraterna,Gävleborgs län,Första kammaren,1966,1972,,man,yngve_möller_07e5
5087,Yngve Nilsson,Högerpartiet,Blekinge och Kristianstads län,Första kammaren,1966,1972,,man,yngve_nilsson_c570
5088,Yngve Nyquist,Socialdemokraterna,Kopparbergs län,Första kammaren,1966,1972,,man,yngve_nyquist_f6ac
5089,Yngve Persson,Socialdemokraterna,Stockholms stad,Första kammaren,1966,1972,,man,yngve_persson_edcf
5090,Åke Larsson,Socialdemokraterna,Örebro län,Första kammaren,1966,1972,,man,åke_larsson_6ecd
5091,Alf Wennerfors,Högerpartiet,Stockholms län,Andra kammaren,1969,1970,,man,alf_wennerfors_5c71
5092,Allan Åkerlind,Högerpartiet,Stockholms län,Andra kammaren,1969,1970,,man,allan_åkerlind_5c71
5093,Alvar Andersson (politiker),Centerpartiet,Hallands län,Andra kammaren,1969,1970,,man,alvar_andersson_(politiker)_5f50
5094,Anders Björck,Högerpartiet,Jönköpings län,Andra kammaren,1969,1970,,man,anders_björck_dd17
5095,Anders Dahlgren,Centerpartiet,Kalmar län,Andra kammaren,1969,1970,,man,anders_dahlgren_8d40
5096,Anders Haglund,Socialdemokraterna,Gävleborgs län,Andra kammaren,1969,1970,,man,anders_haglund_07e5
5097,Anders Jonsson,Folkpartiet Liberalerna,Kopparbergs län,Andra kammaren,1969,1970,,man,anders_jonsson_65f9
5098,Anita Gradin,Socialdemokraterna,Stockholms stad,Andra kammaren,1969,1970,,woman,anita_gradin_edcf
5099,Anna-Greta Skantz,Socialdemokraterna,"Malmö, Helsingborg, Landskrona och Lund",Andra kammaren,1969,1970,,,anna-greta_skantz_14ad
5100,Anna-Lisa Lewén-Eliasson,Socialdemokraterna,Stockholms län,Andra kammaren,1969,1970,,,anna-lisa_lewén-eliasson_f16d
5101,Anna-Lisa Nilsson,Centerpartiet,Kristianstads län,Andra kammaren,1969,1970,,,anna-lisa_nilsson_99fa
5102,Arne Blomkvist,Socialdemokraterna,Skaraborgs län,Andra kammaren,1969,1970,,man,arne_blomkvist_0838
5103,Arne Gadd,Socialdemokraterna,Uppsala län,Andra kammaren,1969,1970,,man,arne_gadd_bbef
5104,Arne Magnusson,Centerpartiet,Jönköpings län,Andra kammaren,1969,1970,,man,arne_magnusson_2ff5
5105,Arne Nygren,Socialdemokraterna,Västerbottens län,Andra kammaren,1969,1970,,man,arne_nygren_2566
5106,Arne Persson,Centerpartiet,Älvsborgs läns södra,Andra kammaren,1969,1970,,man,arne_persson_0e6e
5107,Arvid Enarsson,Högerpartiet,Älvsborgs läns norra,Andra kammaren,1969,1970,,man,arvid_enarsson_a574
5108,Arvid Eskel,Socialdemokraterna,Värmlands län,Andra kammaren,1969,1970,,man,arvid_eskel_749a
5109,Arvid Nilsson,Folkpartiet Liberalerna,Kristianstads län,Andra kammaren,1969,1970,,man,arvid_nilsson_97e1
5110,Astrid Bergegren,Socialdemokraterna,Östergötlands län,Andra kammaren,1969,1970,,woman,astrid_bergegren_3fc6
5111,Astrid Kristensson,Högerpartiet,Stockholms stad,Andra kammaren,1969,1970,,woman,astrid_kristensson_8cdc
5112,Bengt Arweson,Socialdemokraterna,Gotlands län,Andra kammaren,1969,1970,,man,bengt_arweson_70ba
5113,Bengt Börjesson,Centerpartiet,Skaraborgs län,Andra kammaren,1969,1970,,man,bengt_börjesson_a11d
5114,Bengt Fagerlund,Socialdemokraterna,Kronobergs län,Andra kammaren,1969,1970,,man,bengt_fagerlund_1ec1
5115,Bengt Sjönell,Centerpartiet,Stockholms stad,Andra kammaren,1969,1970,,man,bengt_sjönell_435d
5116,Bengt Wiklund,Socialdemokraterna,Västernorrlands län,Andra kammaren,1969,1970,,man,bengt_wiklund_1492
5117,Bengt-Olof Thylén,Högerpartiet,Göteborg,Andra kammaren,1969,1970,,,bengt-olof_thylén_e68a
5118,Bernhard Sundelin,Socialdemokraterna,Västernorrlands län,Andra kammaren,1969,1970,,man,bernhard_sundelin_1492
5119,Bernt Ekvall,Socialdemokraterna,Älvsborgs läns södra,Andra kammaren,1969,1970,,man,bernt_ekvall_d713
5120,Bernt Nilsson,Socialdemokraterna,Kalmar län,Andra kammaren,1969,1970,,man,bernt_nilsson_071c
5121,Bertil Johansson,Centerpartiet,Kronobergs län,Andra kammaren,1969,1970,,man,bertil_johansson_0c2a
5122,Bertil Jonasson,Centerpartiet,Värmlands län,Andra kammaren,1969,1970,,man,bertil_jonasson_ed69
5123,Bertil Ohlin,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1969,1970,,man,bertil_ohlin_f2b2
5124,Bertil Zachrisson,Socialdemokraterna,Stockholms stad,Andra kammaren,1969,1970,,man,bertil_zachrisson_edcf
5125,Bertil von Friesen,Folkpartiet Liberalerna,Göteborg,Andra kammaren,1969,1970,,man,bertil_von_friesen_8d67
5126,Birger Nilsson,Socialdemokraterna,Jämtlands län,Andra kammaren,1969,1970,,man,birger_nilsson_a93e
5127,Birger Rosqvist,Socialdemokraterna,Kalmar län,Andra kammaren,1969,1970,,man,birger_rosqvist_071c
5128,Birgitta Dahl,Socialdemokraterna,Uppsala län,Andra kammaren,1969,1970,,,birgitta_dahl_bbef
5129,Blenda Ljungberg,Högerpartiet,Uppsala län,Andra kammaren,1969,1970,,woman,blenda_ljungberg_c5b2
5130,Bo Martinsson,Socialdemokraterna,Västernorrlands län,Andra kammaren,1969,1970,,man,bo_martinsson_1492
5131,Britt Mogård,Högerpartiet,Stockholms län,Andra kammaren,1969,1970,,,britt_mogård_5c71
5132,Bror Nyström,Socialdemokraterna,Stockholms län,Andra kammaren,1969,1970,,man,bror_nyström_f16d
5133,Börje Nilsson,Socialdemokraterna,Kristianstads län,Andra kammaren,1969,1970,,man,börje_nilsson_2aa6
5134,C-H Hermansson,Vänsterpartiet kommunisterna,Stockholms stad,Andra kammaren,1969,1970,,,c-h_hermansson_7992
5135,Carl Göran Regnéll,Högerpartiet,"Malmö, Helsingborg, Landskrona och Lund",Andra kammaren,1969,1970,,man,carl_göran_regnéll_0fac
5136,Carl-Eric Hedin,Högerpartiet,Södermanlands län,Andra kammaren,1969,1970,,,carl-eric_hedin_03b2
5137,Carl-Gustav Enskog,Folkpartiet Liberalerna,Västmanlands län,Andra kammaren,1969,1970,,,carl-gustav_enskog_f434
5138,Carl-Wilhelm Lothigius,Högerpartiet,Jönköpings län,Andra kammaren,1969,1970,,,carl-wilhelm_lothigius_dd17
5139,Cecilia Nettelbrandt,Folkpartiet Liberalerna,Stockholms län,Andra kammaren,1969,1970,,woman,cecilia_nettelbrandt_cc9a
5140,Claes Elmstedt,Högerpartiet,Blekinge län,Andra kammaren,1969,1970,,man,claes_elmstedt_cd79
5141,Daniel Wiklund,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1969,1970,,man,daniel_wiklund_f2b2
5142,Doris Håvik,Socialdemokraterna,Göteborg,Andra kammaren,1969,1970,,woman,doris_håvik_a2d7
5143,Einar Henningsson,Socialdemokraterna,"Malmö, Helsingborg, Landskrona och Lund",Andra kammaren,1969,1970,,man,einar_henningsson_14ad
5144,Einar Larsson,Centerpartiet,Kristianstads län,Andra kammaren,1969,1970,,man,einar_larsson_99fa
5145,Eivor Marklund,Vänsterpartiet kommunisterna,Norrbottens län,Andra kammaren,1969,1970,,,eivor_marklund_f386
5146,Elias Jönsson,Folkpartiet Liberalerna,Jämtlands län,Andra kammaren,1969,1970,,man,elias_jönsson_a36e
5147,Elvira Holmberg,Socialdemokraterna,Västernorrlands län,Andra kammaren,1969,1970,,woman,elvira_holmberg_1492
