pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,2,12,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,3,11,1,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,3,15,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,5,4,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,5,7,2,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,9,7,4,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,14,6,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,16,4,2,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,19,5,3,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,21,5,1,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,21,6,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,22,7,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,29,8,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,33,3,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,33,5,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,34,5,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,61,4,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,64,6,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,78,6,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,84,11,0,prot-1956-höst-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,84,11,2,prot-1956-höst-ak--28
