,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1988/89:13—-17,,prot-198889--14
0,metadata,Prot. 1988/89:13—-17,,prot-198889--14
0,metadata,Avgjorda ärenden Torsdagen den 27 oktober Valav en suppleant i konstitutionsutskottet ...........s--sss>e,,prot-198889--14
0,metadata,1988/89:14,,prot-198889--14
0,metadata,Prot. 1988/89:14 25 oktober 1988,,prot-198889--14
0,metadata,Prot. 1988/89:14,,prot-198889--14
0,metadata,1988/89:31 av Ingemar Eliasson (fp) till statsministern om flyktingpolitiken:,,prot-198889--14
0,metadata,1988/89:141 av Eva Goéös (mp) till miljöoch energiministern om återvinningen av papper:,,prot-198889--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198889--14
0,metadata,9 8 Kammaren åtskildes kl. 15.40.,,prot-198889--14
0,metadata,Förteckning över talare Prot. (Siffrorna avser sida i protokollen) 1988/89:13—-17,,prot-198889--14
