,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198182--92
0,metadata,1981/82 92-93,,prot-198182--92
0,metadata,Finansdebatt,,prot-198182--92
0,metadata,2 Riksdagens protokoll 1981/82:92-93,,prot-198182--92
0,metadata,4 Riksdagens protokoll 1981182:92-93,,prot-198182--92
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198182--92
0,metadata,5 Riksdagens protokoll 1981/82:92-93,,prot-198182--92
0,metadata,6 Riksdagens protokoll 1981/82:92-93,,prot-198182--92
0,metadata,Onsdagen den 10 mars 1982,,prot-198182--92
0,metadata,7 Riksdagens protokoll 1981/82:92-93,,prot-198182--92
0,metadata,Kammaren beslöt att förhandlingarna skulle fortsättas kl. 19.30.,,prot-198182--92
0,metadata,den 10 mars,,prot-198182--92
0,metadata,8$ Kammaren åtskildes kl. 18.04. Nr 92,,prot-198182--92
0,metadata,Onsdagen den 10 mars,,prot-198182--92
0,metadata,GOTAB 70720 Stockholm 1982,,prot-198182--92
