,pattern,txt,replacement,filename
0,metadata,1981/82:14-16 29 oktober-2 november 1981,,prot-198182--14
0,metadata,Val av en suppleant i socialförsäkringsutskottet ............-+ Val av en suppleant i arbetsmarknadsutskottet ..........sssss,,prot-198182--14
0,metadata,1981/82:14,,prot-198182--14
0,metadata,68 Svar på fråga 1981/82:17 om arbetslösheten i Västerbottens inlandskommuner,,prot-198182--14
0,metadata,Nr 14 Torsdagen den 29 oktober 1981,,prot-198182--14
0,metadata,2 Riksdagens protokoll 1981/82:14-16,,prot-198182--14
0,metadata,Överläggningen var härmed avslutad.,,prot-198182--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198182--14
0,metadata,Propositionerna,,prot-198182--14
1,metadata,1981/82:28 och 43 till justitieutskottet 1981/82:44 till jordbruksutskottet 1981/82:49 till lagutskottet,,prot-198182--14
0,metadata,Förteckning över talare 1981/82 (Siffrorna avser sida i protokollen) 14-16,,prot-198182--14
0,metadata,GOTAB 69845 Stockholm 1981,,prot-198182--14
