,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198182--83
0,metadata,Tisdagen den 16 februari,,prot-198182--83
0,metadata,Torsdagen den 18 februari,,prot-198182--83
0,metadata,1981/82:83,,prot-198182--83
0,metadata,3$ Svar på fråga 1981/82:228 om inrättande av kliniska professurer,,prot-198182--83
0,metadata,frågor. Torsdagen den,,prot-198182--83
0,metadata,68 Svar på fråga 1981/82:256 om värderingen av djurbesättning vid inkomsttaxeringen,,prot-198182--83
0,metadata,78 Svar på frågorna 1981/82:244 och 252 om slopande av betygen i lärarskicklighet inom lärarutbildningen,,prot-198182--83
0,metadata,Överläggningen var härmed avslutad.,,prot-198182--83
0,metadata,den 18 februari,,prot-198182--83
0,metadata,138 Kammaren åtskildes kl. 14.53.,,prot-198182--83
0,metadata,Förteckning över talare 1981/82 (Siffrorna avser sida i protokollen) 80-84,,prot-198182--83
0,metadata,1981/82 80-84,,prot-198182--83
