,pattern,txt,replacement,filename
0,metadata,1981/82:17-19 3-5 november 1981,,prot-198182--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198182--18
1,metadata,63 69 7n 74 82 93 95 106 106 107,,prot-198182--18
0,metadata,Socialutskottets betänkanden 1981/82:2 om vissa frågor om äldreomsorger m. m. .....,,prot-198182--18
0,metadata,1981/82 17-19,,prot-198182--18
0,metadata,1981/82:18,,prot-198182--18
0,metadata,3 Riksdagens protokoll 1981/82:17-19,,prot-198182--18
0,metadata,Anf. 23 TALMANNEN:,,prot-198182--18
0,metadata,Nr 18 Onsdagen den 4 november 1981,,prot-198182--18
1,metadata,Onsdagen den 4 november 1981,,prot-198182--18
0,metadata,Skatteutskottets betänkande 1981/82:6 om ändring i tulltaxan (prop. 1981/82:11),,prot-198182--18
0,metadata,Utskottets hemställan bifölls med 306 röster mot 16 för motion 1980/81:200 av Lars Werner m. fl. i motsvarande del.,,prot-198182--18
0,metadata,5 Riksdagens protokoll 1981/82:17-19,,prot-198182--18
0,metadata,Överläggningen var härmed avslutad.,,prot-198182--18
0,metadata,"Överläggningen var härmed avslutad. Mom. I, 3, 5, 8 och 9 Utskottets hemställan bifölls med 301 röster mot 17 för motion 1980/81:946",,prot-198182--18
0,metadata,7 Riksdagens protokoll 1981/82:17-19,,prot-198182--18
0,metadata,8 Riksdagens protokoll 1981/82:17-19,,prot-198182--18
1,metadata,248 Kammaren åtskildes kl.15.35.,,prot-198182--18
0,metadata,"Fälldin, Thorbjörn, statsminister 5, 7, 9, 11, 12, 14, 15, 16, 17, 18, 19,",,prot-198182--18
0,metadata,GOTAB Stockholm 1981,,prot-198182--18
