,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198182--33
0,metadata,1981/82 31-33,,prot-198182--33
0,metadata,Avgjort ärende,,prot-198182--33
0,metadata,1981/82:33,,prot-198182--33
0,metadata,Måndagen den 23 november 1981,,prot-198182--33
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198182--33
0,metadata,8$ Svar på fråga 1981/82:84 om tillvaratagande av den tekniska Nr 33,,prot-198182--33
0,metadata,108 Svar på fråga 1981/82:103 om beslutat bolag för utveckling av transportsystem,,prot-198182--33
0,metadata,8 Riksdagens protokoll 19811/82:31-33,,prot-198182--33
0,metadata,23 november 1981 Anf. 41 NILS BERNDTSON (vpk):,,prot-198182--33
0,metadata,128 Svar på interpellationerna 1981/82:51 och 52 om utvecklingen inom träindustrin,,prot-198182--33
0,metadata,10 Riksdagens protokoll 1981/82:31-33,,prot-198182--33
0,metadata,Nr 33 Måndagen den,,prot-198182--33
0,metadata,138 Svar på fråga 1981/82:108 om åtgärder för att förbättra situationen på arbetsförmedlingarna,,prot-198182--33
0,metadata,11 Riksdagens protokoll 1981182:31-33,,prot-198182--33
0,metadata,1981/82:125 av Erik Wärnberg m. fl. Nr 33 med anledning av proposition 1981/82:59 om ändring i lagen (1968:430) om,,prot-198182--33
0,metadata,Nr 33 218 Kammaren åtskildes kl. 16.50.,,prot-198182--33
0,metadata,Förteckning över talare 1981/82 (Siffrorna avser sida i protokollen) 31-33,,prot-198182--33
