,pattern,txt,replacement,filename
0,metadata,1981/82:132-133 28 april 1982,,prot-198182--133
0,metadata,1981/82 132-133,,prot-198182--133
0,metadata,1981/82:28 Förorening av luften och haven 1981/82:29 Jordförvärvslagen,,prot-198182--133
0,metadata,1981/82:133,,prot-198182--133
0,metadata,Onsdagen den 28 april 1982,,prot-198182--133
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198182--133
0,metadata,Föredrogs jordbruksutskottets betänkande 1981/82:29 om jordförvärvslagen.,,prot-198182--133
0,metadata,10 Riksdagens protokoll 1981182:132-133,,prot-198182--133
0,metadata,Nr 133 Onsdagen den 28 april 1982,,prot-198182--133
0,metadata,"Föredrogs jordbruksutskottets betänkande 1981/82:31 om organisation och finansiering av djurens hälsooch sjukvård, m. m. (prop. 1981/ 82:122).",,prot-198182--133
0,metadata,Överläggningen var härmed avslutad.,,prot-198182--133
0,metadata,GOTAB 72213 Stockholm 1982,,prot-198182--133
