,pattern,txt,replacement,filename
0,metadata,1981/82:20-22 6-10 november 1981,,prot-198182--22
0,metadata,1981/82 20-22,,prot-198182--22
0,metadata,1981/82:22,,prot-198182--22
0,metadata,11 Riksdagens protokoll 1981/82:20-22,,prot-198182--22
0,metadata,Tisdagen den 10 november 1981,,prot-198182--22
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198182--22
1,metadata,88 Svar på fråga 1981/82:59 om klassificeringen av viss väg i Hälsingland,,prot-198182--22
0,metadata,98 Svar på fråga 1981/82:60 om åtgärder för att förhindra nedlägg- Nr 22,,prot-198182--22
0,metadata,108 Svar på fråga 1981/82:65 om besparingarna inom skolområdet,,prot-198182--22
0,metadata,118 Föredrogs och hänvisades Propositionerna,,prot-198182--22
1,metadata,1981/82:38 till näringsutskottet 1981/82:64 till civilutskottet 1981/82:66 till lagutskottet,,prot-198182--22
0,metadata,18$ Kammaren åtskildes kl. 15.59. In fidem,,prot-198182--22
0,metadata,| | GOTAB Stockholm 1981,,prot-198182--22
