,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198182--45
0,metadata,Fredagen den 4 december,,prot-198182--45
0,metadata,Måndagen den 7 december,,prot-198182--45
0,metadata,1981/82 42-45,,prot-198182--45
0,metadata,1981/82:45,,prot-198182--45
0,metadata,3$ Uppskov med besvarande av frågorna 1981/82:126 och 129,,prot-198182--45
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198182--45
0,metadata,6 $ Svar på fråga 1981/82:143 om skyldigheten för unga jordbrukare att fullgöra värnpliktstjänstgöring,,prot-198182--45
0,metadata,Anf. 30 Försvarsministern TORSTEN GUSTAFSSON:,,prot-198182--45
0,metadata,Nr 45 Tisdagen den 8 december1981,,prot-198182--45
0,metadata,12 $ Skogsavdrag i vissa fall,,prot-198182--45
0,metadata,Utskottets hemställan bifölls.,,prot-198182--45
0,metadata,Nr 45 Tisdagen den,,prot-198182--45
0,metadata,13 Riksdagens protokoll 1981/82:42-45,,prot-198182--45
0,metadata,Werner m. fl.,,prot-198182--45
0,metadata,Socialutskottets betänkande 1981/82:25 om invandrarna och hälsooch sjukvården,,prot-198182--45
0,metadata,1981/82:173 av Ralf Lindström (s) till kommunikationsministern om järnvägstrafiken till Blekinge:,,prot-198182--45
0,metadata,GOTAB 70138 Stockholm 1982,,prot-198182--45
