,pattern,txt,replacement,filename
0,metadata,1981/82:138-139 5 maj 1982,,prot-198182--138
0,metadata,1981/82 138-139,,prot-198182--138
0,metadata,Nr 138 Onsdagen den 5 maj 1982,,prot-198182--138
0,metadata,3 Riksdagens protokoll 1981182:138-139,,prot-198182--138
0,metadata,Nr 138 Onsdagen,,prot-198182--138
0,metadata,4 Riksdagens protokoll 1981/82:138-139,,prot-198182--138
0,metadata,65 S Riksdagens protokoll 1981/82:138-139,,prot-198182--138
0,metadata,Onsdagen den,,prot-198182--138
0,metadata,6 Riksdagens protokoll 1981/82:138-139,,prot-198182--138
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198182--138
0,metadata,7 Riksdagens protokoll 1981/82:138-139,,prot-198182--138
0,metadata,Onsdagen den 5 maj 1982,,prot-198182--138
0,metadata,Mom. 24 (Pakistan),,prot-198182--138
0,metadata,1981/82:21 Riksdagens förvaltningsstyrelses redogörelse för 1981 års verksamhet,,prot-198182--138
3,metadata,148 Kammaren åtskildes kl 17.58.,,prot-198182--138
0,metadata,Förteckning över talare 1981/82 (Siffrorna avser sida i protokollen) 138-139,,prot-198182--138
