,pattern,txt,replacement,filename
0,metadata,1983/84:151-152 23 maj 1984,,prot-198384--152
0,metadata,1983/84 151-152,,prot-198384--152
0,metadata,1983/84:152,,prot-198384--152
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198384--152
1,metadata,9 Riksdagens protokoll 1983/84:151-152,,prot-198384--152
0,metadata,10 Riksdagens protokoll 1983/84:151-152,,prot-198384--152
0,metadata,11 Riksdagens protokoll 1983/84:151-152,,prot-198384--152
0,metadata,12 Riksdagens protokoll 1983/84:151-152,,prot-198384--152
0,metadata,Förteckning över talare 1983/84 (Siffrorna avser sida i protokollen) 151-152,,prot-198384--152
0,metadata,184 minab/gotab 78758 Stockholm 1984,,prot-198384--152
