,pattern,txt,replacement,filename
0,metadata,1983/84:79-86 10-21 februari 1984,,prot-198384--86
0,metadata,1983/84 79-86,,prot-198384--86
0,metadata,1983/84:338 av Jan Hyttring (c) om rätten till besvär över beslut,,prot-198384--86
0,metadata,1983/84:86,,prot-198384--86
0,metadata,4 $ Svar på fråga 1983/84:321 om meritvärdet av viss högskolekurs,,prot-198384--86
0,metadata,21 februari 1984,,prot-198384--86
0,metadata,883 Svar på fråga 1983/84:338 om rätten till besvär över beslut rörande vägomläggning,,prot-198384--86
0,metadata,Överläggningen var härmed avslutad.,,prot-198384--86
0,metadata,11 $ Svar på fråga 1983/84:326 om avverkningen i de fjällnära jä,,prot-198384--86
0,metadata,14 8 Svar på fråga 1983/84:316 om kolbaserade värmeanläggningar är,,prot-198384--86
0,metadata,19 $ Kammaren åtskildes kl. 16.26. Nr 86 Tisdagen den Istiden 21 februari 1984,,prot-198384--86
0,metadata,minab/gotab Stockholm 1984 77994,,prot-198384--86
