,pattern,txt,replacement,filename
0,metadata,1983/84:32-34 24-28 november 1983,,prot-198384--32
0,metadata,1983/84 32-34,,prot-198384--32
0,metadata,1983/84:32 Torsdagen den 24 november KI. 12.00,,prot-198384--32
0,metadata,5 $ Svar på fråga 1983/84:138 om ungdomsarbetslösheten,,prot-198384--32
0,metadata,Nr 32 Torsdagen den 24 november 1983,,prot-198384--32
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198384--32
0,metadata,Överläggningen var härmed avslutad.,,prot-198384--32
0,metadata,24 november 1983,,prot-198384--32
0,metadata,11 $ Fortsattes behandlingen av arbetsmarknadsutskottets betänkanden 1983/84:3-5 (forts. från prot. 31).,,prot-198384--32
0,metadata,3 Riksdagens protokoll 1983/84:32-34,,prot-198384--32
0,metadata,4 Riksdagens protokoll 1983/84:32-34,,prot-198384--32
0,metadata,5 Riksdagens protokoll 1983/84:32-34,,prot-198384--32
0,metadata,1983/84:225 av Jörgen Ullenhag m. fl. Vissa högskoleorganisatoriska frågor (prop. 1983/84:52),,prot-198384--32
0,metadata,minab/gotab Stockholm 1983 77358,,prot-198384--32
