,pattern,txt,replacement,filename
0,metadata,1983/84:1-6 4—13 oktober 1983,,prot-198384--4
0,metadata,1983/84 1-6,,prot-198384--4
0,metadata,1983/84:4,,prot-198384--4
0,metadata,Siri Häggmark (m),,prot-198384--4
1,metadata,Elver Jonsson (fp),,prot-198384--4
2,metadata,Lilly Bergander (s),,prot-198384--4
3,metadata,Eva Hjelmström (vpk),,prot-198384--4
4,metadata,Gunnar Björk i Gävle (c),,prot-198384--4
5,metadata,Barbro Nilsson i Örnsköldsvik (s),,prot-198384--4
0,metadata,1983/84:45 av Hugo Hegeland (m) till finansministern om beräkningen av inflationen:,,prot-198384--4
0,metadata,minab/gotab Stockholm 1983 77038,,prot-198384--4
