,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198384--78
0,metadata,Onsdagen den 8 februari,,prot-198384--78
0,metadata,Jordbruksutskottets betänkande 1983/84:20 Vissa livsmedelspolitiska frågor,,prot-198384--78
0,metadata,Torsdagen den 9 februari 1984,,prot-198384--78
0,metadata,7 & Svar på fråga 1983/84:303 om indragningen av poststationer,,prot-198384--78
0,metadata,8$ Svar på fråga 1983/84:297 om exportkreditnämndens medelsförvaltning,,prot-198384--78
0,metadata,Överläggningen var härmed avslutad.,,prot-198384--78
0,metadata,; 9 februari 1984 Överläggningen var härmed avslutad.,,prot-198384--78
1,metadata,Om säkerheten vid militära kustan-,,prot-198384--78
0,metadata,1983/84:329 av Lars Ahlström (m) till arbetsmarknadsministern om subventioneringen av möbelindustrin:,,prot-198384--78
0,metadata,1983/84 74-78,,prot-198384--78
0,metadata,minab/gotab Stockholm 1984 77986,,prot-198384--78
