,pattern,txt,replacement,filename
0,metadata,1983/84:87-91 22 februari—6 mars 1984,,prot-198384--90
0,metadata,1983/84 87-91,,prot-198384--90
0,metadata,Meddelande om svar på interpellation 1983/84:104,,prot-198384--90
0,metadata,Valav en suppleant i finansutskottet ...........:....sssesssers Valav en suppleant i skatteutskottet .............ssssserssrrer,,prot-198384--90
0,metadata,1983/84:90,,prot-198384--90
0,metadata,Nr 90 Måndagen den S mars 1984,,prot-198384--90
0,metadata,8$ Anmäldes och bordlades Nr 90 Motionerna Måndagen den 1983/84:2547 av Allan Åkerlind 5 mars 1984,,prot-198384--90
0,metadata,1983/84:381 av Karin Andersson (c) till statsrådet Bengt Göransson om skolstrejken i Rinkeby:,,prot-198384--90
0,metadata,Måndagen den,,prot-198384--90
1,metadata,5 mars 1984 11 $ Kammaren åtskildes kl. 12.51. Medelande om frå-,,prot-198384--90
2,metadata,gor In fidem,,prot-198384--90
0,metadata,minab/gotab 78200 Stockholm 1984,,prot-198384--90
