,pattern,txt,replacement,filename
0,metadata,1983/84:146-147 17 maj 1984,,prot-198384--146
0,metadata,1983/84 146-147,,prot-198384--146
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198384--146
0,metadata,5 & Meddelande om svar på interpellation 1983/84:148,,prot-198384--146
0,metadata,Överläggningen var härmed avslutad.,,prot-198384--146
1,metadata,Nr 146 Torsdagen den 17 maj 1984,,prot-198384--146
0,metadata,13 $ Föredrogs,,prot-198384--146
1,metadata,Finansutskottets betänkanden,,prot-198384--146
2,metadata,1983/84:38 Anslag till ersättning till Trelleborgs kommun för mistad tolag (prop. 1983/84:100 delvis),,prot-198384--146
0,metadata,3 Riksdagens protokoll 1983/84:146-147,,prot-198384--146
0,metadata,Ändringar i vägtrafikbeskattningen,,prot-198384--146
0,metadata,Torsdagen den 17 maj 1984,,prot-198384--146
0,metadata,Överläggningen var härmed avslutad. 6 Riksdagens protokoll 1983/84:146-147,,prot-198384--146
0,metadata,Övriga moment Utskottets hemställan bifölls.,,prot-198384--146
0,metadata,Förteckning över talare 1983/84 (Siffrorna avser sida i protokollen) 146-147,,prot-198384--146
0,metadata,minab/gotab 78757 Stockholm 1984,,prot-198384--146
