,pattern,txt,replacement,filename
0,metadata,1983/84:79-86 10-21 februari 1984,,prot-198384--83
0,metadata,1983/84 79-86,,prot-198384--83
0,metadata,1983/84:338 av Jan Hyttring (c) om rätten till besvär över beslut,,prot-198384--83
0,metadata,1983/84:83,,prot-198384--83
0,metadata,6 Riksdagens protokoll 1983/84:79-86,,prot-198384--83
0,metadata,6 $ Svar på fråga 1983/84:306 om verksamheten vid SAFAC- verkstaden i Storuman,,prot-198384--83
0,metadata,7 Riksdagens protokoll 1983/84:79-86,,prot-198384--83
0,metadata,Överläggningen var härmed avslutad.,,prot-198384--83
0,metadata,1983/84:110 av Per Stenmarck (m) till kommunikationsministern om Öresundsförbindelserna:,,prot-198384--83
0,metadata,minab/gotab Stockholm 1984 77994,,prot-198384--83
