,pattern,txt,replacement,filename
0,metadata,1983/84:53-54 20 december 1983,,prot-198384--53
0,metadata,1983/84:53,,prot-198384--53
0,metadata,20 december 1983,,prot-198384--53
0,metadata,2 Riksdagens protokoll 1983/84:53-54,,prot-198384--53
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198384--53
1,metadata,Nr 53 Tisdagen den,,prot-198384--53
0,metadata,3 Riksdagens protokoll 1983/84:53-54,,prot-198384--53
0,metadata,4 Riksdagens protokoll 1983/84:53-54,,prot-198384--53
0,metadata,5 Riksdagens protokoll 1983/84:53-54,,prot-198384--53
0,metadata,6 Riksdagens protokoll 1983/84:53-54,,prot-198384--53
0,metadata,7 Riksdagens protokoll 1983184:53-54,,prot-198384--53
0,metadata,8 Riksdagens protokoll 1983/84:53-54,,prot-198384--53
0,metadata,9 Riksdagens protokoll 1983/84:53-54,,prot-198384--53
0,metadata,8 & Anmäldes och bordlades Lagutskottets betänkande 1983/84:10 Fastighetsmäklare (prop. 1983/84:16),,prot-198384--53
0,metadata,1983/84 53-54,,prot-198384--53
0,metadata,minab/gotab Stockholm 1984 77492,,prot-198384--53
