,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198384--33
0,metadata,1983/84 32-34,,prot-198384--33
0,metadata,Måndagen den 28 november,,prot-198384--33
0,metadata,1983/84:33,,prot-198384--33
0,metadata,6 Riksdagens protokoll 1983/84:32-34,,prot-198384--33
0,metadata,Nr 33 Fredagen den 25 november 1983,,prot-198384--33
0,metadata,som Inga Lantz också tog upp.,,prot-198384--33
0,metadata,7 Riksdagens protokoll 1983/84:32-34,,prot-198384--33
0,metadata,Arbetsmarknadsutskottets betänkanden 1983/84:6 Jämställdhetsfrågor 1983/84:7 Villkoren för arbetslöshetsersättningar m. m.,,prot-198384--33
0,metadata,minab/gotab Stockholm 1983 77358,,prot-198384--33
