protocol_id,page,cb_ix,tb_ix,pattern,segmentation,who,id
prot-1958-b-fk--1,0,1,-1,,metadata,,
prot-1958-b-fk--1,0,2,-1,,metadata,,
prot-1958-b-fk--1,0,3,-1,,metadata,,
prot-1958-b-fk--1,0,4,-1,,metadata,,
prot-1958-b-fk--1,0,5,-1,,metadata,,
prot-1958-b-fk--1,0,7,-1,,metadata,,
prot-1958-b-fk--1,0,9,-1,,metadata,,
prot-1958-b-fk--1,0,12,-1,,metadata,,
prot-1958-b-fk--1,0,16,-1,,metadata,,
prot-1958-b-fk--1,0,18,-1,,metadata,,
prot-1958-b-fk--1,0,19,-1,,metadata,,
prot-1958-b-fk--1,0,20,-1,,metadata,,
prot-1958-b-fk--1,1,0,-1,,metadata,,
prot-1958-b-fk--1,1,1,-1,,metadata,,
prot-1958-b-fk--1,1,5,-1,,metadata,,
prot-1958-b-fk--1,2,0,-1,,metadata,,
prot-1958-b-fk--1,2,1,-1,,metadata,,
prot-1958-b-fk--1,2,3,-1,,metadata,,
prot-1958-b-fk--1,3,0,-1,,metadata,,
prot-1958-b-fk--1,3,6,-1,,metadata,,
prot-1958-b-fk--1,3,8,-1,,metadata,,
prot-1958-b-fk--1,3,11,-1,,metadata,,
prot-1958-b-fk--1,3,12,-1,,metadata,,
prot-1958-b-fk--1,3,16,-1,,metadata,,
prot-1958-b-fk--1,4,0,-1,,metadata,,
prot-1958-b-fk--1,4,2,-1,,metadata,,
prot-1958-b-fk--1,4,5,-1,,metadata,,
prot-1958-b-fk--1,4,8,-1,,metadata,,
prot-1958-b-fk--1,4,12,-1,,metadata,,
prot-1958-b-fk--1,4,14,-1,,metadata,,
prot-1958-b-fk--1,4,16,-1,,metadata,,
prot-1958-b-fk--1,4,18,-1,,metadata,,
prot-1958-b-fk--1,4,20,-1,,metadata,,
prot-1958-b-fk--1,4,22,-1,,metadata,,
prot-1958-b-fk--1,4,25,0,560e61985149f31c,speech_start,,prot-1958-b-fk--1-unk-4-25-0
prot-1958-b-fk--1,5,2,-1,,metadata,,
prot-1958-b-fk--1,5,4,0,560e61985149f31c,speech_start,,prot-1958-b-fk--1-unk-5-4-0
prot-1958-b-fk--1,5,6,-1,,metadata,,
prot-1958-b-fk--1,5,7,-1,,metadata,,
prot-1958-b-fk--1,5,10,-1,,metadata,,
prot-1958-b-fk--1,5,15,-1,,metadata,,
prot-1958-b-fk--1,5,16,-1,,metadata,,
prot-1958-b-fk--1,5,19,-1,,metadata,,
prot-1958-b-fk--1,6,0,-1,,metadata,,
prot-1958-b-fk--1,6,11,0,560e61985149f31c,speech_start,,prot-1958-b-fk--1-unk-6-11-0
