,filename,pattern,txt,person
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr NELANDER (fp):,Eric Nelander
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr KÖNIGSON (fp):,Ture Königson
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr DICKSON (h):,James Dickson
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr GANSMOE (h):,Ove Gansmoe
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr MUNKTELL (h):,Henrik Munktell
0,prot-1958-b-ak--13,0ba23c147c1beed8,Fru SJÖQVIST (h):,Birgitta Sjöqvist
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr NYBERG (fp):,Olaus Nyberg
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr ALEMYR (s):,Stig Alemyr
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr BJÖRKÄNGE (cp):,Karl Andersson i Björkäng
0,prot-1958-b-ak--13,0ba23c147c1beed8,Fru THUNVALL (s):,Gunbjörg Thunvall
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HEDIN (h):,Carl-Eric Hedin
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HAMMAR (fp):,Olof Hammar
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr BRACONIER (h):,Jean Braconier
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HALLEN (s):,David Hall
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HAMMAR (fp):,Olof Hammar
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HALLEN (s):,David Hall
1,prot-1958-b-ak--13,0ba23c147c1beed8,Herr BRACONIER (h):,Jean Braconier
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr ALEMYR (s):,Stig Alemyr
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr ALEMYR (s):,Stig Alemyr
1,prot-1958-b-ak--13,0ba23c147c1beed8,Herr BRACONIER (h):,Jean Braconier
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr BLIDFORS (s):,Johannes Blidfors
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr STÄHL (fp):,
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr LUNDBERG (s):,John Lundberg
1,prot-1958-b-ak--13,0ba23c147c1beed8,Herr RIMMERFORS (fp):,Einar Rimmerfors
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr SVENUNGSSON (h):,David Svenungsson
1,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HOLMBERG (k):,Helmer Holmberg
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr JÖNSSON (s):,Karl Jönsson
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr BARK (s):,Hernfrid Bark
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr RIMMERFORS (fp):,Einar Rimmerfors
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr RUBBESTAD (cp):,Axel Rubbestad
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr LUNDQVIST (s):,Artur Lundqvist
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr STAXÄNG (h):,
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr STÅHL (fp):,Manne Ståhl
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr ANDREASSON (s):,Olof Andreasson
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr RUBBESTAD (cp):,Axel Rubbestad
1,prot-1958-b-ak--13,0ba23c147c1beed8,Herr ANDREASSON (s):,Olof Andreasson
2,prot-1958-b-ak--13,0ba23c147c1beed8,Herr LUNDQVIST (s):,Artur Lundqvist
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HECKSCHER (h):,Gunnar Heckscher
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr NIHLFORS (fp):,Folke Nihlfors
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr LASSINANTTI (s):,Ragnar Lassinantti
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HAGNELL (s):,Hans Hagnell
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HECKSCHER (h):,Gunnar Heckscher
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HECKSCHER (h):,Gunnar Heckscher
1,prot-1958-b-ak--13,0ba23c147c1beed8,Herr LASSINANTTI (s):,Ragnar Lassinantti
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HOLMBERG (k):,Helmer Holmberg
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr OHLIN (fp):,Bertil Ohlin
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HJALMARSON (h):,Jarl Hjalmarson
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HEDLUND (cp):,Gunnar Hedlund
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr LÖFGREN (fp):,Sigfrid Löfgren
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr LUNDBERG (s):,John Lundberg
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HAGNELL (s):,Hans Hagnell
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr HAGBERG (k):,Hilding Hagberg
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr DARLIN (h):,Gösta Darlin
0,prot-1958-b-ak--13,0ba23c147c1beed8,Herr DARLIN (h):,Gösta Darlin
