protocol_id,page,cb_ix,tb_ix,pattern,segmentation,who,id
prot-1958-a-ak--17-02,0,0,-1,,metadata,,
prot-1958-a-ak--17-02,0,1,-1,,metadata,,
prot-1958-a-ak--17-02,1,0,-1,,metadata,,
prot-1958-a-ak--17-02,1,1,-1,,metadata,,
prot-1958-a-ak--17-02,1,5,0,f0d538d10bda4e34,speech_start,olof_andreasson_9c7bd5,prot-1958-a-ak--17-02-olof_andreasson_9c7bd5--1
prot-1958-a-ak--17-02,1,5,0,0ba23c147c1beed8,speech_start,olof_andreasson_9c7bd5,prot-1958-a-ak--17-02-olof_andreasson_9c7bd5--2
prot-1958-a-ak--17-02,2,0,-1,,metadata,,
prot-1958-a-ak--17-02,2,1,-1,,metadata,,
prot-1958-a-ak--17-02,2,4,0,f0d538d10bda4e34,speech_start,torsten_fredriksson_1c998d,prot-1958-a-ak--17-02-torsten_fredriksson_1c998d--1
prot-1958-a-ak--17-02,2,4,0,0ba23c147c1beed8,speech_start,torsten_fredriksson_1c998d,prot-1958-a-ak--17-02-torsten_fredriksson_1c998d--2
prot-1958-a-ak--17-02,3,0,-1,,metadata,,
prot-1958-a-ak--17-02,3,1,-1,,metadata,,
prot-1958-a-ak--17-02,4,0,-1,,metadata,,
prot-1958-a-ak--17-02,4,1,-1,,metadata,,
prot-1958-a-ak--17-02,5,0,-1,,metadata,,
prot-1958-a-ak--17-02,5,1,-1,,metadata,,
prot-1958-a-ak--17-02,6,0,-1,,metadata,,
prot-1958-a-ak--17-02,6,1,-1,,metadata,,
prot-1958-a-ak--17-02,6,6,-1,,metadata,,
prot-1958-a-ak--17-02,7,0,-1,,metadata,,
prot-1958-a-ak--17-02,7,3,0,f0d538d10bda4e34,speech_start,hjalmar_ahman_53c0b2,prot-1958-a-ak--17-02-hjalmar_ahman_53c0b2--1
prot-1958-a-ak--17-02,7,3,0,0ba23c147c1beed8,speech_start,hjalmar_ahman_53c0b2,prot-1958-a-ak--17-02-hjalmar_ahman_53c0b2--2
prot-1958-a-ak--17-02,7,4,-1,,metadata,,
prot-1958-a-ak--17-02,8,0,-1,,metadata,,
prot-1958-a-ak--17-02,8,1,-1,,metadata,,
prot-1958-a-ak--17-02,8,4,0,f0d538d10bda4e34,speech_start,jarl_hjalmarson_79e71f,prot-1958-a-ak--17-02-jarl_hjalmarson_79e71f--1
prot-1958-a-ak--17-02,8,4,0,0ba23c147c1beed8,speech_start,jarl_hjalmarson_79e71f,prot-1958-a-ak--17-02-jarl_hjalmarson_79e71f--2
prot-1958-a-ak--17-02,8,6,0,f0d538d10bda4e34,speech_start,gunnar_hedlund_0f2cef,prot-1958-a-ak--17-02-gunnar_hedlund_0f2cef--1
prot-1958-a-ak--17-02,8,6,0,0ba23c147c1beed8,speech_start,gunnar_hedlund_0f2cef,prot-1958-a-ak--17-02-gunnar_hedlund_0f2cef--2
prot-1958-a-ak--17-02,9,0,-1,,metadata,,
prot-1958-a-ak--17-02,9,1,-1,,metadata,,
prot-1958-a-ak--17-02,9,4,0,f0d538d10bda4e34,speech_start,bertil_ohlin_c8862c,prot-1958-a-ak--17-02-bertil_ohlin_c8862c--1
prot-1958-a-ak--17-02,9,4,0,0ba23c147c1beed8,speech_start,bertil_ohlin_c8862c,prot-1958-a-ak--17-02-bertil_ohlin_c8862c--2
prot-1958-a-ak--17-02,9,6,0,f0d538d10bda4e34,speech_start,hilding_hagberg_4fa389,prot-1958-a-ak--17-02-hilding_hagberg_4fa389--1
prot-1958-a-ak--17-02,9,6,0,0ba23c147c1beed8,speech_start,hilding_hagberg_4fa389,prot-1958-a-ak--17-02-hilding_hagberg_4fa389--2
prot-1958-a-ak--17-02,10,0,-1,,metadata,,
prot-1958-a-ak--17-02,10,2,-1,,metadata,,
prot-1958-a-ak--17-02,11,0,-1,,metadata,,
prot-1958-a-ak--17-02,11,1,-1,,metadata,,
prot-1958-a-ak--17-02,11,7,0,f0d538d10bda4e34,speech_start,bertil_ohlin_c8862c,prot-1958-a-ak--17-02-bertil_ohlin_c8862c--3
prot-1958-a-ak--17-02,11,7,0,0ba23c147c1beed8,speech_start,bertil_ohlin_c8862c,prot-1958-a-ak--17-02-bertil_ohlin_c8862c--4
prot-1958-a-ak--17-02,11,8,0,f0d538d10bda4e34,speech_start,jarl_hjalmarson_79e71f,prot-1958-a-ak--17-02-jarl_hjalmarson_79e71f--3
prot-1958-a-ak--17-02,11,8,0,0ba23c147c1beed8,speech_start,jarl_hjalmarson_79e71f,prot-1958-a-ak--17-02-jarl_hjalmarson_79e71f--4
prot-1958-a-ak--17-02,12,0,-1,,metadata,,
prot-1958-a-ak--17-02,12,1,-1,,metadata,,
prot-1958-a-ak--17-02,12,11,-1,,metadata,,
prot-1958-a-ak--17-02,13,0,-1,,metadata,,
prot-1958-a-ak--17-02,13,1,-1,,metadata,,
prot-1958-a-ak--17-02,13,6,-1,,metadata,,
prot-1958-a-ak--17-02,13,13,-1,,metadata,,
prot-1958-a-ak--17-02,13,18,-1,,metadata,,
prot-1958-a-ak--17-02,14,0,-1,,metadata,,
prot-1958-a-ak--17-02,14,1,-1,,metadata,,
prot-1958-a-ak--17-02,14,12,-1,,metadata,,
prot-1958-a-ak--17-02,15,0,-1,,metadata,,
prot-1958-a-ak--17-02,15,1,-1,,metadata,,
prot-1958-a-ak--17-02,15,4,-1,,metadata,,
