pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,2,5,0,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,6,4,1,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,9,14,1,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,13,4,0,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,14,13,0,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,14,13,3,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,19,7,2,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,37,3,2,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,39,6,3,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,46,6,0,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,52,3,0,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,58,6,1,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,76,13,0,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,82,4,2,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,87,6,0,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,95,5,0,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,95,7,1,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,95,8,0,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,100,6,0,prot-1965-höst-ak--38
fcfff492e00727b6,Stockholm,Helsingfors,110,10,1,prot-1965-höst-ak--38
