,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198485--149
0,metadata,1984/85 148-149,,prot-198485--149
0,metadata,1984/85:149,,prot-198485--149
0,metadata,Mom. 5 Utskottets hemställan bifölls.,,prot-198485--149
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198485--149
1,metadata,"Tullförrättningsavgifter, m.m.",,prot-198485--149
0,metadata,Mom. 3 Utskottets hemställan bifölls.,,prot-198485--149
0,metadata,Mom. 2 och 3 Utskottets hemställan bifölls.,,prot-198485--149
0,metadata,Onsdagen den,,prot-198485--149
0,metadata,Flyktingpolitiken,,prot-198485--149
0,metadata,17 & Kammaren åtskildes kl. 23.36.,,prot-198485--149
0,metadata,gotab Stockholm 1985 83107,,prot-198485--149
