,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198485--85
0,metadata,1984/85 78-85,,prot-198485--85
0,metadata,Fredagen den 15 februari,,prot-198485--85
0,metadata,Tisdagen den 19 februari,,prot-198485--85
0,metadata,Onsdagen den 13 februari,,prot-198485--85
0,metadata,1984/85:85,,prot-198485--85
0,metadata,48 Svar på fråga 1984/85:387 om Mittnorden-flyget,,prot-198485--85
0,metadata,statsförvaltningen.,,prot-198485--85
0,metadata,6 $ Svar på fråga 1984/85:392 om tidpunkten för redovisning av begärd översyn av lagen om gravrätt,,prot-198485--85
0,metadata,Överläggningen var härmed avslutad.,,prot-198485--85
0,metadata,den 19 februari,,prot-198485--85
0,metadata,Förteckning över talare 1984/85 (Siffrorna avser sida i protokollen) 78-85,,prot-198485--85
