,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198485--84
0,metadata,1984/85 78-85,,prot-198485--84
0,metadata,Fredagen den 15 februari,,prot-198485--84
0,metadata,Tisdagen den 19 februari,,prot-198485--84
0,metadata,Onsdagen den 13 februari,,prot-198485--84
0,metadata,1984/85:84,,prot-198485--84
0,metadata,Nr 84 Måndagen den,,prot-198485--84
0,metadata,4 $& Föredrogs och hänvisades Förslag 1984/85:17 till finansutskottet,,prot-198485--84
0,metadata,1984/85:416 av Per Unckel (m) till justitieministern om principerna för återanpassning av svårt belastade kriminella:,,prot-198485--84
0,metadata,10 &$ Kammaren åtskildes kl. 12.17.,,prot-198485--84
0,metadata,Förteckning över talare 1984/85 (Siffrorna avser sida i protokollen) 78-85,,prot-198485--84
