,pattern,txt,replacement,filename
0,metadata,1984/85:26-27 13-14 november 1984,,prot-198485--27
0,metadata,1984/85 26-27,,prot-198485--27
0,metadata,Meddelande om frågor 1984/85:199 av Gunnel Jonäng (c) om den gynekologiska,,prot-198485--27
0,metadata,1984/85 1984/85:3 Vissa frågor avseende byggnadslagstiftningen ........ 86 26-27 1984/85:4 Regler om byggande m. Mm. s.ssssssssesssrsrerer sera 86,,prot-198485--27
0,metadata,1984/85:27,,prot-198485--27
0,metadata,Nr 27 Onsdagen den 14 november 1984,,prot-198485--27
0,metadata,14 november 1984,,prot-198485--27
0,metadata,6 Riksdagens protokoll 1984/85:26-27,,prot-198485--27
0,metadata,7 Riksdagens protokoll 1984/85:26-27,,prot-198485--27
0,metadata,6 $ Basenheten vid 1987 års taxering,,prot-198485--27
0,metadata,8 Riksdagens protokoll 1984/85:26-27,,prot-198485--27
0,metadata,7 $ Föredrogs jordbruksutskottets betänkanden 1984/85:1 om vissa fiskefrågor och 1984/85:6 om avfallshantering.,,prot-198485--27
0,metadata,9 Riksdagens protokoll 1984/85:26-27,,prot-198485--27
0,metadata,13 november 1984,,prot-198485--27
0,metadata,10 Riksdagens protokoll 1984/85:26-27,,prot-198485--27
0,metadata,Nr 27 Onsdagen den,,prot-198485--27
0,metadata,Överläggningen var härmed avslutad.,,prot-198485--27
0,metadata,11 Riksdagens protokoll 1984/85:26-27,,prot-198485--27
0,metadata,12 Riksdagens protokoll 1984/85:26-27,,prot-198485--27
0,metadata,Övriga moment Utskottets hemställan bifölls.,,prot-198485--27
0,metadata,18 8$ Kammaren åtskildes kl. 17.58.,,prot-198485--27
