,pattern,txt,replacement,filename
0,metadata,1984/85:92-95 28 februari-12 mars 1985,,prot-198485--93
0,metadata,1984/85 92-95,,prot-198485--93
0,metadata,1984/85:93,,prot-198485--93
0,metadata,5 Riksdagens protokoll 1984/85:92-95,,prot-198485--93
0,metadata,5$ Föredrogs och hänvisades,,prot-198485--93
1,metadata,Proposition,,prot-198485--93
2,metadata,1984/85:115 bil. 1 till arbetsmarknadsutskottet bil. 2 till trafikutskottet,,prot-198485--93
0,metadata,1984/85:108 av Ulf Adelsohn (m) till justitieministern om lagstiftning och rättssäkerhet:,,prot-198485--93
0,metadata,Fredagen den 1 mars,,prot-198485--93
1,metadata,"Eirefelt, Christer (fp) 67, 69",,prot-198485--93
2,metadata,"Jonäng, Gunnel (c) 64, 65, 66",,prot-198485--93
3,metadata,"Peterson, Thage, industriminister 63, 65, 66, 67, 68",,prot-198485--93
