,pattern,txt,replacement,filename
0,metadata,1984/85:44 S december 1984,,prot-198485--44
0,metadata,1984/85:44,,prot-198485--44
0,metadata,Nr 44 Onsdagen den S december 1984,,prot-198485--44
0,metadata,2 Riksdagens protokoll 1984/85:44,,prot-198485--44
0,metadata,S december 1984,,prot-198485--44
0,metadata,3 Riksdagens protokoll 1984/85:44,,prot-198485--44
0,metadata,4 Riksdagens protokoll 1984/85:44,,prot-198485--44
0,metadata,Nr 44 Onsdagen den,,prot-198485--44
0,metadata,5 Riksdagens protokoll 1984/85:44,,prot-198485--44
0,metadata,10 8 Föredrogs,,prot-198485--44
1,metadata,Lagutskottets betänkande,,prot-198485--44
2,metadata,1984/85:12 Förenklat kungörande av uppgifter i aktiebolagsärenden (prop. 1984/85:38),,prot-198485--44
0,metadata,6 Riksdagens protokoll 1984/85:44,,prot-198485--44
0,metadata,Överläggningen var härmed avslutad.,,prot-198485--44
0,metadata,7 Riksdagens protokoll 1984/85:44,,prot-198485--44
0,metadata,1984/85:282 av Christer Eirefelt (fp) till jordbruksministern om varroaangreppen på bin:,,prot-198485--44
